,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
134,Mostly good but some struggles with remote workforce,4.0,Lot's of support for team members,Some archaic processes. It is surprising that a tech company like this has massive struggles with a remote workforce. This is something that COVID has painfully highlighted. Adobe seems less flexible when it comes to performing truly remote digital work.,Be the first to find this review helpful,2021-03-10, Consultant ,Morrow, OH,Current Employee, less than 1 year
135,Great Company,4.0,The company is very in tune with work/life balance depending on your department. Adobe is very active in the community and supports the employees being very active in the community.,"Within the consulting orgs and some other teams employees are treated just as objects for the purpose of bringing in revenue. The main, it often seemed like the sole, measure for an employee's value is how billable and productive they are, nothing else really matters.",Be the first to find this review helpful,2021-03-10, Senior Business Consultant ,New York, NY,Current Employee,
136,Nice people but internal mobility could be better,4.0,The people are amazing and they truly care about you,"As it usually is with big companies, sometimes it's hard to move internally",Be the first to find this review helpful,2021-03-08, Associate Technical Support Engineer ,Chicago, IL,Current Employee,
137,Commercial Account Executive,5.0,Great benefits and stock options,The salary following an acquisition could have been higher. Need to be adaptable to constant change in org structure and processes.,Be the first to find this review helpful,2021-03-08, Account Executive ,Seattle, WA,Former Employee, more than 1 year
138,Good company,5.0,"Good work life balance, good compensation.",Products can be less sexy,Be the first to find this review helpful,2021-03-08, Product Manager ,San Francisco, CA,Current Employee,
139,Good overall,4.0,Stock is growing Stock is growing,"Matrix org, slow in execution",Be the first to find this review helpful,2021-03-08, Senior Manager ,San Jose, CA,Current Employee,
140,Great place to work,5.0,"Benefits are amazing, ops staff is inspiring, company is growing quickly","Very Bay Area centric, sales organization is not as diverse",Be the first to find this review helpful,2021-03-07, Engagement Manager ,New York, NY,Current Employee, more than 3 years
141,adobe,5.0,"smart people, great product offering and clientele",no real cons other than being highly competitive especially w/ upward mobility,Be the first to find this review helpful,2021-03-06, Business Development ,New York, NY,Current Employee, more than 1 year
142,Great all around work place,5.0,Great compensation/benefits and work/life balance,No complaints really but if I could request one perk it would be free lunch =),Be the first to find this review helpful,2021-03-05, Senior Computer Scientist ,San Jose, CA,Current Employee, more than 10 years
143,Good culture but extremely disorganized,3.0,"great coworkers, many knowledgeable people and management","pay could be better, accounts are a complete mess and there's a lot of non-selling work that is extremely distracting. too many meetings and too much internal reporting.",Be the first to find this review helpful,2021-03-04, Account Executive ,Boston, MA,Current Employee,
144,Great company to work,5.0,Great company to work anywhere globally,No cons nice life at adobe,Be the first to find this review helpful,2021-03-03, Technical Support Engineer ,San Jose, CA,Current Employee,
145,"Write some code, make some cash",5.0,Laid back work environment with low stress,You will make way more at The Facebook company,Be the first to find this review helpful,2021-03-03, Software Engineer ,New York, NY,Current Employee,
146,good,5.0,awesome good compnay awesome good,not bad but when the bad,1 person found this review helpful,2021-03-03, Sales Associate ,San Jose, CA,Former Employee, more than 3 years
147,Awesome Company,5.0,Great big tech company but the culture might not be for everyone. Not a true meritocracy,Not too many besides typical big company politics,Be the first to find this review helpful,2021-03-01, Account Executive ,San Francisco, CA,Current Employee,
148,none,4.0,"good work environment, good people","too much work sometimes, night shifts",Be the first to find this review helpful,2021-03-01, Consultant ,New York, NY,Current Employee,
149,Enjoyed my work there.,4.0,"Decent atmosphere, comparable wages, and benefits were ok.",Upward mobility limited in certain groups.,Be the first to find this review helpful,2021-02-26, Software Developer ,Chicago, IL,Former Employee, more than 1 year
150,Great Place to Work,5.0,Amazing forward thinking IT company.,I have nothing to add,Be the first to find this review helpful,2021-02-25, Senior Cloud Architect ,Detroit, MI,Current Employee, more than 3 years
151,Great place to work,4.0,Adobe has a very inclusive culture with amazing benefits and flexible work/life balance.,It can be difficult to progress in such a large organization.,Be the first to find this review helpful,2021-02-25, Solutions Consultant ,New York, NY,Current Employee,
152,Awesome,5.0,Culture that ppl are passionate about,none really other than being huge,Be the first to find this review helpful,2021-02-25, Marketing Specialist ,San Francisco, CA,Former Employee,
153,Great company to work.,4.0,Good compensation and good working environment.,No obvious Cons I can think of.,Be the first to find this review helpful,2021-02-24, Software QE Developer ,San Jose, CA,Current Employee, more than 10 years
154,Great culture with meaningful work and excellent work/life balance,5.0,Smart people with great ideas and strong work ethic,Upward mobility can be difficult for many,Be the first to find this review helpful,2021-02-23, Group Product Manager ,San Jose, CA,Current Employee, more than 10 years
155,Organized and well structured,3.0,"Lots of opportunities to grow your career, employees have long careers",This is a large corporation and not a start up so less wiggle room to change existing processes,Be the first to find this review helpful,2021-02-23, Localization Manager ,San Francisco, CA,Former Employee, more than 5 years
156,Mostly a great company to work at,4.0,Ability to learn and move up,Some of the benefits could be better.,Be the first to find this review helpful,2021-02-23, Senior Software Developer ,San Francisco, CA,Current Employee, more than 8 years
157,Excited to take my 5 year anniversary sabbatical,5.0,I have thrived in Adobe's collaborative work culture and continue to learn and grow my career. The Talent leadership has really strengthened in the last few years and I'm excited to see the results of the operational excellence programs that have recently been launched. But first I am going to recharge during my sabbatical which I became eligible for at my 5 year anniversary!,We are still quite busy and need to keep up with hiring needs of the BUs.,Be the first to find this review helpful,2021-02-22, Principal Talent Acquisition Partner ,San Jose, CA,Current Employee, more than 5 years
158,Exceptional company with rigorous standards,5.0,"I could write a novel of pros for Adobe. They have a genuine concern for employee well-being from physical to mental health, work-life balance, to job satisfaction.

The whole company genuinely feels like a cohesive team, all working toward the same goals with the same passion and concern for one-another. Despite the organizations size, sub-teams feel like smaller businesses that are easy to navigate socially and professionally. The clear work-ethic throughout inspires an overall attitude of excellence and drives you to achieve and work harder daily. Goals are clear, the workload is communicated and understood.","Every company has it's flaws, but it's challenging to pull out anything more than a minor complain that would be commonly found anywhere. The workload for my time is a little higher than it maybe should be, but I'm confident efforts are constantly underway to make improvements and hire more great people to fill in.

Unless you are willing to venture out and make yourself known, you could potentially feel isolated from a social perspective, especially during Covid, but even minor effort takes you a long way.",7 people found this review helpful,2021-02-22, Customer Success Engineer ,Lehi, UT,Current Employee, more than 1 year
159,Associate Technical Support Engineer,4.0,"Education Fund, Restricted Stock Units","Career Flexibility, Marketing Focused Products",Be the first to find this review helpful,2021-02-20, Associate Technical Support Engineer ,Portland, OR,Current Employee, more than 1 year
160,Great Culture,5.0,They respect work life balance. They’re smart and committed to their work.,They’re a very large company so that brings some communication challenges,Be the first to find this review helpful,2021-02-19, Adobe Research ,San Francisco, CA,Current Employee,
161,That's a nice,5.0,Nice people. Nice environment. Nice policies.,None beyond those endemic to all large corporations.,Be the first to find this review helpful,2021-02-17, Associate Creative Director ,San Francisco, CA,Current Employee, more than 8 years
162,Consistently consistent,4.0,Great benefits and top tier technology,Accounts and quotas are always moving and hard to keep account relationships,Be the first to find this review helpful,2021-02-16, Enterprise Account Executive ,San Francisco, CA,Former Employee, more than 3 years
163,"I didn't have a good manager, but the company was great",4.0,"great office, nice people, good food lol",not a good manager at least in my team,1 person found this review helpful,2021-02-15, User Experience Designer ,San Jose, CA,Former Employee, more than 1 year
164,"Great company, great people, great products",5.0,"Collaborative, flexible, ethical, great comp",None that I can think of,Be the first to find this review helpful,2021-02-15," Senior Manager, Operations ",Lehi, UT,Former Employee, more than 8 years
165,It's good until it isn't.,4.0,people pay products benefits education,management communication follow-through politics stack-ranking,1 person found this review helpful,2021-02-15, Site Reliability Engineer ,San Francisco, CA,Former Employee, more than 8 years
166,1,3.0,Consistent earnings and stock growth,Very risk averse company culture,1 person found this review helpful,2021-02-14, Partner Alliance Marketing ,Lehi, UT,Current Employee,
167,Great place,4.0,"Benefits are great, so is the pay.",Work life balance is hard to achieve,Be the first to find this review helpful,2021-02-13, Product Manager ,San Jose, CA,Current Employee,
168,Amazing company to work for,5.0,Great culture. Continuous learning. Amazing people.,Corporate America. Slow hiring process.,Be the first to find this review helpful,2021-02-13, Enterprise Business Development Representative ,Denver, CO,Current Employee, more than 1 year
169,Good Company,3.0,Adobe is a great company,There are some not nice pipes,Be the first to find this review helpful,2021-02-13, Director ,San Jose, CA,Former Employee, more than 10 years
170,Overall great company,5.0,"Benefits including wellness fund, professional fund, tuition reimbursement, wfh expenses, remote work flexibility, transportation cost reimbursement","Diversity and Inclusion is a big deal and efforts to amplify that are better than the majority of large organizations, but efforts to actually hire people of color seem to be minimal. Moving to the proper pay band once within the company can be difficult",2 people found this review helpful,2021-02-12, Product Advisor ,Denver, CO,Current Employee, more than 1 year
171,Awesome workplace,5.0,"great learning, helpful teams, good growth",Still learning and will find out soon,Be the first to find this review helpful,2021-02-11, Software Development Engineer ,San Mateo, CA,Current Employee, more than 1 year
172,Great,5.0,It was a really solid place to work,i don't have any complaints,Be the first to find this review helpful,2021-02-11, Group Marketing Manager ,Salt Lake City, UT,Former Employee,
173,great place to work,5.0,"vacation, work life balance and colleagues",if you don't switch teams you wont get much pay,Be the first to find this review helpful,2021-02-10, Computer Scientist ,San Jose, CA,Current Employee,
174,"Benefits good, career progression less so",4.0,"* Good benefits
* Pay is okay but the increases are very small,","* Promotions are based on favoritism in certain teams
* When moving internally it's typically laterally which wouldn't be the same if you were coming in from the outside",Be the first to find this review helpful,2021-02-10, Program Manager ,San Jose, CA,Current Employee, more than 5 years
175,Good work life balance,5.0,We have Unlimited PTO and a flexible work schedule,"No performance review, not good for growth",Be the first to find this review helpful,2021-02-09, Experience Designer ,San Francisco, CA,Current Employee, more than 3 years
176,Solid company,4.0,"Good culture and focus on employee diversity, health, and well-being",Average engineering culture and a tendency to make short-term decisions that also impact customers negatively.,Be the first to find this review helpful,2021-02-08, Group Manager ,Seattle, WA,Former Employee,
177,Tier 1 Employer in Tech,5.0,"1) Stock Purchase Program - Lock in Price for 2 years and can contribute 25% of pay
2) Paternity Leave - it's 4 months for men and 6 for females
3) State of the art campus
4) Culture is fantastic",Career Growth for certain teams is limited,Be the first to find this review helpful,2021-02-08, Senior Financial Analyst ,Lehi, UT,Current Employee, more than 3 years
178,Great place to work,5.0,Family work life balance is a plus,none to think of at this time,Be the first to find this review helpful,2021-02-08," Senior Manager, Marketing ",Lehi, UT,Former Employee, more than 3 years
179,"Great execs , not so great managers",5.0,"Good exec culture, good benefits","Bad entry culture, bad work life balance",Be the first to find this review helpful,2021-02-07, Produce Manager ,San Jose, CA,Current Employee, more than 1 year
180,Great culture slow growth,4.0,"Great culture
Stocks are doing well
Quarterly check in process is great",Difficult to grow without a supportive manager,Be the first to find this review helpful,2021-02-07, Anonymous Employee ,San Jose, CA,Current Employee, more than 3 years
181,"Nice people, poor comp",3.0,Lovely people who are wonderful to work with.,"The compensation is abysmal. Unless you have a passion for creative software or the work that Adobe does you should look elsewhere, more money to be made at other companies.",Be the first to find this review helpful,2021-02-06, Program Manager ,San Francisco, CA,Current Employee, more than 1 year
182,Great benefits,4.0,generous paid off days and leave policy. AIP bonus for all employees.,The total comp may not be as high as MGFA.,Be the first to find this review helpful,2021-02-04, Senior Engineering Manager ,Seattle, WA,Current Employee, more than 10 years
183,great company to work for,5.0,"reasonable pay, good employee benefits, competitive culture",switching teams/orgs is bit of a hassle,Be the first to find this review helpful,2021-02-04," Senior Software Developer, Team Lead ",San Jose, CA,Current Employee, more than 8 years
184,Company Review,5.0,Everything is good here in Adobe,Nothing I have seen so far,Be the first to find this review helpful,2021-02-03, Technical Consultant ,Denver, CO,Current Employee, more than 1 year
185,Amazing company with great opportunities,5.0,"Smart, engaging people to work with",Can be very siloed in terms of teams and has limited opportunities to grow outside of immediate team and constantly reorganizations cause your head to spin,Be the first to find this review helpful,2021-02-03, Senior Manager ,San Jose, CA,Former Employee, more than 3 years
186,Best company,5.0,You will feel respect and have plenty of opportunities to contribute.,None that I can think of,Be the first to find this review helpful,2021-02-02, Sales ,New York, NY,Current Employee, more than 3 years
187,Amazing people,5.0,"Great company culture, supportive team, nice access to new creative tools/products and exposure","Slow progression in consulting, knowledge is very product specific",Be the first to find this review helpful,2021-02-02, Technical Consultant ,New York, NY,Current Employee, more than 1 year
188,"Amazing, caring company that values its people",5.0,"Amazing company, culture, work-life balance","Horizontal, promotions are rare and infrequent",Be the first to find this review helpful,2021-02-01, Senior Content Strategist ,San Jose, CA,Current Employee, more than 1 year
189,Awesome company and people,5.0,"Company benefits
growth opportunity
many locations in the USA and abroad",My tenure was not as long as I would have liked and so I can't say i have any negative comments.,Be the first to find this review helpful,2021-01-31, Office Manager ,Los Angeles, CA,Former Employee,
190,Good company,4.0,"Very good wlb 
Good benefits
Good products",Not a lot of growth opportunities,Be the first to find this review helpful,2021-01-31, Engineering Manager ,San Francisco, CA,Current Employee, more than 10 years
191,Awesome place to work,5.0,Diversity is a big deal.,Leadership cares a lot about sales.,Be the first to find this review helpful,2021-01-29, Software Engineer ,Provo, UT,Current Employee, more than 10 years
192,Great Place to Work!!,5.0,Great culture and great products,Product stories and product integrations,Be the first to find this review helpful,2021-01-29, Senior Account Executive ,Washington, DC,Former Employee, more than 3 years
193,Great Company,5.0,Working with a great creative team,I have none to list,Be the first to find this review helpful,2021-01-29, Inside Sales Executive ,Seattle, WA,Former Employee, more than 1 year
194,Technical Account Manager,5.0,"Benefits, culture, and comp are all excellent!",Technical onboarding to a company with so many product offerings is difficult.,Be the first to find this review helpful,2021-01-29, Technical Account Manager ,Seattle, WA,Current Employee, less than 1 year
195,Adobe review,5.0,Great benefits and fare payouts,Commission splits and territory cuts,Be the first to find this review helpful,2021-01-29, Sales Executive ,Chicago, IL,Former Employee, more than 10 years
196,Adobe is the destination for creative professionals,5.0,"Adobe not only has created lots of cutting edge tools for its creative professional customers to unleash their creativities, but has also designed and created a well-functioning and beautiful working environment for its employees - Adobe treats employees like they do its customers. The four principles established by the two founders - exceptional, innovative, genuine and involved - are the building blocks of the Adobe culture. These principles continue to motivate, influence, and guide employees to strive for excellence. Adobe culture also promotes a rich and balanced life style for its employees.","At Adobe, like most of the high-tech companies, engineers need to constantly up their game to advance. Management expectation requires more than just getting the job done.",1 person found this review helpful,2021-01-28, Senior Manager Software Engineering ,San Jose, CA,Current Employee, more than 10 years
197,Great place to be yourself and express your creativity no matter the role,5.0,"-Engineering, Product Management, People Management - no matter the area you are passionate about, great culture and environment to excel
- Opportunities to try out new roles with the job rotation program 
- Workaholic Or looking for Work/Life balance, you can build a successful and fulfilling career here.
- Abundant opportunities for innovation in wide ranging areas; software application development, Clould platform development, Machine learning /AI, Process innovation, marketing and channel innovation. 
-Intentional investments in corporate social responsibility through various inclusion, diversity, employee engagement programs to affect social impact.","- Consensus driven culture. At times it could feel decision making could be faster
- Competitive market space.",Be the first to find this review helpful,2021-01-28, Senior Engineering Manager ,San Jose, CA,Current Employee, more than 10 years
198,Fantastic place to work,5.0,"Secure future 
Tons of upward mobility 
Amazing career builder",Large company with legacy individuals,Be the first to find this review helpful,2021-01-28, Account Executive ,Denver, CO,Current Employee, more than 1 year
199,Principal Customer Success Manager,4.0,Great pay and benefits here,Very little career growth and understanding of how to excel in your career,1 person found this review helpful,2021-01-28, Principal Customer Success Manager ,New York, NY,Current Employee,
200,Great Company to work for long term,5.0,"Work life balance, great benefits, the most competitive ESPP.",Lower salaries than the average tech. company. Raises/bonuses are minimal and there aren't a lot of opportunities to climb the ladder.,Be the first to find this review helpful,2021-01-28, Data Operations Manager ,San Francisco, CA,Former Employee, more than 1 year
201,Great Company,5.0,"Great work life balance, great leadership",This is a great company to work for and I cannot think of any cons,Be the first to find this review helpful,2021-01-27, Account Executive ,McLean, VA,Current Employee, more than 3 years
202,Great place to work!,4.0,"great culture, smart people, everyone is extremely nice and willing to help you!","Hard to get promoted, more traditional company",Be the first to find this review helpful,2021-01-26, Program Manager ,San Jose, CA,Current Employee, more than 5 years
203,"Good people, the company takes care of us",4.0,"Good people, the company takes care of us",Work long hours and not good work life balance during covid,Be the first to find this review helpful,2021-01-26, Product Manager ,San Jose, CA,Current Employee,
204,Not all it's cracked up to be,3.0,Adobe has exceptional benefits and provides a level of job security due to its secure standing in the market.,Benefits and pay are only good if you have time to use them.  Work life balance is not something you will get here. You will work at least 60+ hours a week with no support from upper level management.,2 people found this review helpful,2021-01-26, Senior Sales Operations Manager ,Salt Lake City, UT,Current Employee, more than 3 years
205,Great Place,4.0,Good work life balance and family atmosphere,Decision making takes forever and lots of micromanagement,1 person found this review helpful,2021-01-25," Senior Manager, Marketing ",San Jose, CA,Current Employee, more than 10 years
206,Great Place to Work--Focused on Inclusion,5.0,"Great People, Great work life balance, focused leadership","Becoming a very large company, bureaucracy, can be hard to get things done",1 person found this review helpful,2021-01-25, Business Development Manager ,Salt Lake City, UT,Current Employee, more than 10 years
207,Awesome Company,5.0,Treat employees with respect across the board,No cons that I can see so far,Be the first to find this review helpful,2021-01-25, Customer Service Manager (CSM) ,San Jose, CA,Current Employee, less than 1 year
208,Great company with average management.,3.0,Work flexibility. Cool projects. Solid compensation.,Outdated practices. Poor management. Poor organization. Slow release cycles.,Be the first to find this review helpful,2021-01-25, Senior Product Manager ,New York, NY,Current Employee, more than 1 year
209,Great work life balance,5.0,"Supportive environment and coworkers, great work life balance.","Had a bad experience with a sexist team mate, and the issue took over a year to resolve. But from talking to other coworkers this is very rare and I don't think indicative of Adobe as a whole. In the end it was resolved and the appropriate actions were taken.",Be the first to find this review helpful,2021-01-25, Front End Web Developer ,San Francisco, CA,Current Employee, more than 3 years
210,Absolutely LOVE Adobe,5.0,Great workplace - there are options to further your learning and meet your career goals. Management is supportive of your learning path and career goals.,Cannot use office because of work from home mandate,Be the first to find this review helpful,2021-01-24, Business Development Representative ,Lehi, UT,Current Employee, less than 1 year
211,Overall pretty solid,4.0,Good work life balance and overall company cares about its employees,Experience depends on team you're in,Be the first to find this review helpful,2021-01-24, Customer Engagement Specialist ,San Jose, CA,Current Employee,
212,Marketo Specific Review,3.0,"Benefits are amazing
Innovative customers 
Awesome events held by Adobe","The only thing that will keep your head above water working with Marketo CS is the benefit of working for Adobe, but the two are still very disconnected. Marketo CSMs are treated like secondhand citizens, your compensation will be lower than what you see listed for an Adobe CSM and if you are not Enterprise you will have an aggressive and arguably unattainable sales goal. This isn't truly Customer Success, it is sales and do not let them tell you it isn't. They have also implemented a new ""level"" system that makes it so they can tell you you are getting promoted without actually giving you any title change or any significant compensation increase. 

Management plays favorites and is extremely cliquey. If you aren't meeting quota you will be treated like scum and if you are meeting quota they will treat you like you got lucky and that you better double it or else. They create a toxic environment of competition between the employees and there is a real high school mean girl mentality with a lot of the CSMs and if you are not in their inner circle you will get to look forward to snide comments about your performance, looks, or really anything they can come up with to try and knock you down a peg. I know several people, including myself, had to start going to therapy to deal with the environment. Thank god Adobe benefits cover it! I still flinch at the sound of a Slack notification from the issues with this team. 

There is also no official training and you can go your entire career here never actually getting into the product. I literally have never actively been inside the Marketo product, they do not even give CSMs a demo environment to test in or be trained at all. The one silver lining in that mess is that you have an SC team that knows what they are doing. I have never worked with more capable people than the people on that team and they can cover you for demos, but it needs to be tied to a new money deal, not troubleshooting with a customer or helping them understand a product they maybe just purchased. 

My advice to people who just want a foot into Adobe, join Marketo it's less competitive than the other products, but keep in mind that management isn't on your side to jump to other teams so if you can network under the radar that's your only chance. They don't want to lose anyone because turnover is already bad. I watched them lose a lot of amazing top performers to other companies because of this. Your opinion doesn't matter here, but the rest of Adobe seems to actually care about career growth.",5 people found this review helpful,2021-01-22, Customer Success Manager ,Denver, CO,Former Employee, more than 1 year
213,Good Company,5.0,Great leaders great product good snacks,"Long commute, OK parking, windy area in San Mateo",Be the first to find this review helpful,2021-01-22, Sales Associate ,San Mateo, CA,Former Employee, more than 5 years
214,Great,5.0,it has been great I think,"none really, no complaints I think",Be the first to find this review helpful,2021-01-22, Product Manager ,San Francisco, CA,Current Employee,
215,Solid as they get,5.0,"Great people mostly, supportive and creative. Most teams are very happy and productive","WL balance has not been great lately, but only bc there is so much good stuff going on. Some management is archaic and oblivious. No shortage of politics",Be the first to find this review helpful,2021-01-22, Senior Product Manager ,San Francisco, CA,Current Employee, more than 3 years
216,Great workplace,5.0,"Friendly, helpful, great benefits, emphasis on learning",Leadership in ACS is not always straightforward with expectations and the emphasis on billable hours is a bit dehumanizing (though I understand why it’s important to consulting),Be the first to find this review helpful,2021-01-21, Data Engineer ,Brooklyn, NY,Current Employee, more than 1 year
217,Great culture and benefits,5.0,"Great people, culture, flexible time off, wonderful benefits",Nothing comes to mind here,Be the first to find this review helpful,2021-01-20, Copywriter ,San Francisco, CA,Former Employee,
218,Great work life balance,4.0,Very good work life balance,Lower pay compared to other software companies,Be the first to find this review helpful,2021-01-20, Software Engineer ,San Jose, CA,Current Employee,
219,Nice,4.0,Good people to work with,Wish more communication among different departments,Be the first to find this review helpful,2021-01-20, Project Manager ,San Antonio, TX,Former Employee,
220,AAM,5.0,great place to work with great employees,there are no cons. Great place to work and learn,Be the first to find this review helpful,2021-01-20, Associate Account Manager ,New York, NY,Former Employee,
221,Business Development Manager,5.0,"Great Flexibility
Strong Support 
Great Product",Leadership is a little lost,Be the first to find this review helpful,2021-01-19, Business Development Manager ,San Francisco, CA,Current Employee, more than 3 years
222,Adobe,5.0,"Work-life balance, diversity and inclusion","Politics, cross-functional collaboration, diversity at the executive level",Be the first to find this review helpful,2021-01-18, Product Manager ,San Jose, CA,Current Employee, more than 1 year
223,Too much of micro management,1.0,"- Benefits are good, especially 6 months of maternity leave","- Too much of micro management, Manager monitors you to the level of how many PR's you submitted, how many comments you received on each PR, how many PR's did you review, how many comments did you add to each PR
- I worked in the creative cloud team and the work expectations are too much
- They talk about gender equal etc but I don't see it practically, If you are a working mother or female in general, what you speak weights less
- They do not take 360degree feedback during performance reviews, manager just takes the review from one senior engineer whom he believes and your performance is measured based on your relationship with that sr engineer.
- Manager do not say it, but they expect ppl to finish ur sprint work (how much ever time it takes, they only need end result)as well as spend some extra time and contribute to projects outside what you do and also do regular brown bag sessions and presentations, in short work for more than 50hrs per week and thats what they consider to promote you.
- If the manager does not like anything in you, they put on PIP(performance improvement plan), and u should agree to whatever they say, and if they decide to fire you, whatever you try to improve they don't even consider it. 
- So, if they put you on PIP, better quit the company and move to something else
- Overall, bad experience in my entire 15 years of career.",4 people found this review helpful,2021-01-18, Software Developer ,San Francisco, CA,Former Employee, more than 5 years
224,Incredible opportunity,5.0,Incredible company with incredible people,"There were no cons to this company, truly a 5 star work experience",Be the first to find this review helpful,2021-01-18, Adobe Sales Academy ,San Jose, CA,Former Employee, less than 1 year
225,Food,4.0,"Good, fantastic, very good, great, perfext","Good, don’t question the management",Be the first to find this review helpful,2021-01-18," Manager, Marketing ",San Jose, CA,Current Employee, more than 5 years
226,Ok place to work,3.0,Great products and budgets are generous,Too many people looking out for themselves and not the team,1 person found this review helpful,2021-01-16, Budiness Development Manager ,Seattle, WA,Former Employee, more than 3 years
227,Great company if you're not in Sales,3.0,"-great benefits, leadership, pay, stock is doing amazingly well
-people are amazing",-re-orgs happen multiple times in a year depending what business unit youre in. this causes inablity to create a true Book of Business and develop customer relationships,3 people found this review helpful,2021-01-15, Account Executive ,San Jose, CA,Current Employee, more than 1 year
228,Great place to work,5.0,Excellent Work culture and benefits,No cons. Other than commute,Be the first to find this review helpful,2021-01-14, Senior Software Engineer ,San Francisco, CA,Current Employee, more than 1 year
229,Amazing company,5.0,"Great team, great C and Vp-level leadership, amazing benefits, fantastic employee experience and development opportunities",It can take a long time to see a project reach its completion - lots of approvals and steps along the way,Be the first to find this review helpful,2021-01-13, Strategic Development Manager ,San Francisco, CA,Former Employee, more than 5 years
230,Good place to balance work and life,4.0,Strong benefits and low pressure environment.,Hard to make an impact.,Be the first to find this review helpful,2021-01-13, Vice President ,San Jose, CA,Former Employee, more than 8 years
231,Fun and Family Oriented company,4.0,"great culture (laid back) , supportive network (you're able to reach out to everyone that you need to communicate with), friendly","- slow 
-hard to move laterally 
-hr team is very slow",Be the first to find this review helpful,2021-01-12, Marketing Analyst ,San Jose, CA,Current Employee, more than 1 year
232,Great place to work,5.0,"Equal opportunity for all
Good managers
Easy going and well balanced
productive environment with brainy people",cafe food and transportation can improve for employees,Be the first to find this review helpful,2021-01-12, Applied Machine Learning Scientist ,San Jose, CA,Current Employee, more than 1 year
233,Great Product and culture,4.0,"product, flexible work life, brand recognition","not a lot of room for growth, ok pay",Be the first to find this review helpful,2021-01-11, Commercial Account Executive ,Denver, CO,Current Employee,
234,Great,5.0,"Great benefits, pay, people -- as humane of a place to work as can exist.",Some frustrating bureaucracy around promotions and pay.,Be the first to find this review helpful,2021-01-11, Software Quality Assurance Engineer ,New York, NY,Current Employee,
235,"Great Company, Difficult Opportunity Advancement",3.0,"-Incredible Benefits
-Adobe has handled covid extremely well for their employees
-Work/life balance
-Great management team
-Fantastic coworkers","-Insane workload
-No opportunity to move up
-Changes take forever to come in affect
-More of an inside sales role than a customer success role",3 people found this review helpful,2021-01-11, Associate Customer Success Manager ,Denver, CO,Current Employee,
236,Focus on the positive.,4.0,"Great benefits, flexible schedule, creative environment, good perks for being in-office like coffee, snacks, lunch. Met some really good friends through work. Fun events. Opportunity for career progression – lateral and vertical.","Due to size of the company, progress is often slow. Same downsides of all big tech companies – silicon valley culture. Some colleagues majorly overworked.",Be the first to find this review helpful,2021-01-11," Community & Social Support Consultant, Digital Video & Audio ",San Francisco, CA,Current Employee, more than 1 year
237,Worst Team Ever,1.0,The only good things are the benefits and compensation.,"This is for the Austin, TX location. If you have  co-workers that carried over from the acquisition, run now.  They're too set on their ways and will not listen to your opinions. Even when there's outright inefficient and flaws in a process, they will not listen to what you have to suggest. When you make a mistake, you're thrown to the wolves. When they make a mistake, it's ok because everyone makes mistakes. They cover it up like no one made a mistake. As much as you try to include everyone and work as a team, the previous group does not want to be any part of it. It's there way or the highway.

If you are looking at working for the Austin, TX department, STAY AWAY. You will be promised something that will never happen. You will leave feeling worthless with no advancement in your career. It's not worth your state of mind.",4 people found this review helpful,2021-01-11, Software Engineer ,Austin, TX,Current Employee, more than 1 year
238,Good,3.0,employee culture is good at company level,work life balance is bad especially during Covid,1 person found this review helpful,2021-01-10, Software Engineer ,San Jose, CA,Current Employee,
239,Solution Developer Salary,5.0,"Diverse, benefits, core values, and leadership.",I don't know what cons there are except the pay.,Be the first to find this review helpful,2021-01-08, Solution Developer ,San Francisco, CA,Current Employee, less than 1 year
240,Fun,5.0,Fun and brilliant company exceptional people,People too smart makes you feel regular,Be the first to find this review helpful,2021-01-06, Administrative Assistant ,San Jose, CA,Former Employee, more than 3 years
241,Overall a good workplace,4.0,"Great benefits and PTO, Good Compensation, and Interesting projects",Experience Cloud BU is pretty dysfunctional and difficult workplace,Be the first to find this review helpful,2021-01-05, Senior Engineering Manager ,San Francisco, CA,Current Employee,
242,Great Company,4.0,"Adobe is a great place to start a career and a great place to go if you are looking at your final landing spot. Great culture, world class brand and some of the best and brightest people in all of tech","It's tough to make meaningful growth.. if you are looking to grow your career, you're better off doing so at a different company and then going to Adobe with a title and salary that you feel comfortable with.",Be the first to find this review helpful,2021-01-04," Senior Manager, Operations ",Lehi, UT,Former Employee, more than 5 years
243,nlp programer,5.0,good job and great opportunity,I don't know any disadvantages against adobe,Be the first to find this review helpful,2021-01-03, NLP Engineer ,France, ID,Current Employee,
244,"Solid company, great ceo",5.0,"Products, benefits, perks, corporate events",Become too large. Politics beginning,2 people found this review helpful,2020-12-29, Strategic Account Executive ,Denver, CO,Current Employee, more than 8 years
245,"Great company, great people!",5.0,"Top company with great products, amazing people, and fabulous benefits",Acquisitions create challenges as well as opportunities,Be the first to find this review helpful,2020-12-29, Account Executive ,Los Angeles, CA,Current Employee, more than 3 years
246,Too many new leaders,4.0,"Great benefits and stock program
Interesting space and business",Leadership changes have been non-stop and the latest round of leaders lack inspiration. Employees are becoming muddled in politics.,Be the first to find this review helpful,2020-12-28, Marketing Director ,Lehi, UT,Former Employee, more than 8 years
247,Good place to work,4.0,They Ofer good comparison and benefits,Culture differentiates from business unit to business unit,Be the first to find this review helpful,2020-12-26, SRE Manager ,Emeryville, CA,Current Employee,
