,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
92,"Fast Growing, Good Benefits",5.0,"Good Benefits, Fast Growing and Expanding team with lots of new opportunities and challenges for sure!",so far all is good,1 person found this review helpful,2020-11-15, Support Function ,Singapore,,Current Employee, more than 1 year
93,Great place to grow and evolve,5.0,People and atmosphere. Ongoing support. Possibility to learn from the best. No micromanagement.,I can't say this company is perfect but there's nothing that can’t be managed. It's just takes time.,1 person found this review helpful,2020-11-13, Technical Recruiter ,,,Current Employee, less than 1 year
94,It was my first job as an International Student and I was made to realise that Alteryx is not for international’s,1.0,Nothing impressive as my entire experience was worst here,The management itself is not proper...Especially the HR department where they don’t know how to follow up with things.,2 people found this review helpful,2020-11-08, Associate Software Development Engineer In Test ,Broomfield, CO,Former Employee, less than 1 year
95,"Amazing culture, hyper-growth company",5.0,"The people are the best part of working at Alteryx. I am constantly impressed by how talented my colleagues are and how eager they are to help. The talent here is second to none and paired with both proactive enablement and intentional career development, there is plenty of opportunity for growth and impact. 

Pre-COVID, the company was willing to invest in in-person collaboration, including flying all 1,400+ (at the time) associates to Las Vegas in Feb. 2020 for our Global Kickoff (GKO). Our work transcends office, function, team and geographic locations. Post-COVID, the company made appropriate adjustments and maintained transparent communications. The team continues to make responsible decisions regarding work safety while creating new ways for associates to engage and adjust to our new environment. 

The executive team leads ethically and by example. The company is clear about direction and how each associate's responsibilities not only support these strategic imperatives but make an impact. 

Alteryx is a purpose-driven company and puts money where it's ""mouth"" is with Alteryx for Good. Associates are free to donate time and money to organizations they feel most passionate about. Our culture is also one of innovation--leadership is always willing to listen to any idea and one associate's suggestion can evolve into a corporate program. Finally, our company culture is focused on growth---Alteryx introduced a new market category this year and continues to be recognized as an accomplished industry leader.","The company has aggressive growth ambitions, which requires an engaged and focused associate base. As a result, work-life balance is not great and burnout is a reality. C-level priorities and direction are provided with little regard for dependencies.",1 person found this review helpful,2020-10-19, Anonymous Employee ,Broomfield, CO,Current Employee, more than 3 years
96,Alteryx process,3.0,"Good technology, solid people, growing area of focus","Average management, operationally poor, gaps in processes",Be the first to find this review helpful,2020-10-18, Sales Representative ,,,Former Employee, more than 1 year
97,Good Company!,5.0,Good company to grow your career,Lake of support in some areas,Be the first to find this review helpful,2020-10-14, Anonymous Employee ,,,Current Employee, more than 1 year
98,AE's read this before considering!,2.0,"There is incredible earning potential - you can make a LOT of money from commissions and RSU's. 

Benefits are top notch - 401k matching 

The platform works and is well received in the marketplace. 

You will learn SO much about sales from JJ (VP of Sales) and Tom (RVP, Sales) - JJ has seen it all, he's a true pro and has dedicated his life to mastering his craft. Tom is incredible, nobody knows Alteryx sales better than he does.","there is an insane amount of admin work mandated by leadership, you can spend half of your time on non-sales related activity in Excel docs and MS word (which is ironic given the company's platform). Most of the work is purely for leadership, not benefitting the seller.

their forecasting process is enough to drive you mad, heavily time consuming

major emphasis on activity metrics i.e. how many calls you make per day (report sent out to whole department daily), how many emails you send daily

there is zero BDR support (literally, there aren't any BDRs), it's on the AE to run full cycle pipeline build and closing business. There is the expectation that you perform the job of an AE and BDR all the time which is insane and leads to many many late nights to keep up. This wasn't an issue pre covid bc everyone sent out automated emails that led to meetings which dried up when the pandemic hit. 

Super corporate environment. 

lack of empathy for personal things, taking time off. Expectation is that you make up work on days when you're out which effectively means they dont believe in days off. 

crazy shifting priorities and mixed messages, one day it's lets focus on x, next day is focus on y. 

Overall lack of care about work/life balance",8 people found this review helpful,2020-10-14, Enterprise Account Executive ,Irvine, CA,Current Employee, more than 3 years
99,Great place to work!,5.0,Management is very engaged in everyone’s success,Can feel like teams are working individually and not as a unit,Be the first to find this review helpful,2020-10-10, N/A ,,,Former Employee,
100,This is just the start...,5.0,A growing and ambitious team who have a strong sense of identify and collective goals. This makes the culture amongst the x-functional groups supportive in making everyone successful. The business is in a different place than the last few years and with new leadership the APJ region has become a lot more connected and the opportunity to grow and develop has improved with the sharing of best practices and positive recognition across the regions.,Nothing notable to mention at this point in time.,1 person found this review helpful,2020-10-06, Senior Manager ,Singapore,,Current Employee,
101,Great company to work for,5.0,"Great minds all come together to work towards a solution, great office space, lots of fun things to do!!",no downsides to working for Alteryx!,2 people found this review helpful,2020-09-28, Front Desk Receptionist ,Broomfield, CO,Former Employee, less than 1 year
102,Not trustwhorthy,1.0,"Alteryx has the trusted product in the market. (the architecture is legacy and not cloud-native which is actually a con, but the product works great)","- Dishonesty
- Unfair assignment/treatment
- Leadership not being able to take accountability
- Politics
- Disconnected organization
- Incompetent leadership",4 people found this review helpful,2020-09-24, Account Executive ,,,Former Employee, less than 1 year
103,Great leadership. Unrealistic quotas and goals,4.0,Great leadership and sales culture,Unrealistic quotas and goals - Overhired too many new reps and chopped up territories that were too small,3 people found this review helpful,2020-09-21, Field Sales Representative ,,,Current Employee, more than 3 years
104,Good company with supportive culture,5.0,"Lots of capabilities to grow 
Onboarding process is good
Ambitious environment to work in",Nothing of the top of my mind,2 people found this review helpful,2020-09-14, Sales Management ,Sydney,,Current Employee, more than 5 years
105,HR,3.0,"Sold financial, great foundation and founders",Culture changing in negative way,5 people found this review helpful,2020-09-09, Recruiter ,Los Angeles, CA,Current Employee,
106,Company That’s Cares!,5.0,"Fantastic benefits with awesome people! 
Left and extremely toxic culture to come here and it’s an incredible relief to work with people who just want to work hard and do what’s right. 
Awesome work/life balance!
Work hard/play hard culture, especially in the enterprise Apps Department. We have a ton to accomplish, but we also have tons of happy hours and opportunities to meet with the Leaders and express what we need.",None come to mind at the moment.,3 people found this review helpful,2020-09-05, Team Lead - Enterprise Applications ,,,Current Employee, less than 1 year
107,Great work place and environment,4.0,"The team, the startup spirit and the profits",Nothing much to add sorry,Be the first to find this review helpful,2020-09-03, Sales Engineer ,Paris,,Former Employee, more than 1 year
108,THE WORST - AVOID THIS PLACE!,1.0,"Can't think of one. This place is toxic and the politics outweigh any good experiences. There are some great people that work here, but sadly they are slowly diminishing.","HR is a joke here! We have ""Sr. Directors"" and ""Directors"" who are simply incompetent. They are disingenuous and Alteryx will fail if they continue to overlook the poorly led team within HR. Next on the list, our friends in Finance. CFO struts around the office and constantly offends people with off color remarks that have no place in a work environment. Thankfully, Covid has allowed us to stay somewhat removed from his shenanigans. Unfortunately he's surrounded by sheep that would deny the existence of Covid if he asked them to. My dept. (which will remain unannounced until I find a new job) is equally disastrous and we seem to bleeding our best people on monthly basis. The trends of toxic backbiting and general mistrust run rampant. Simply stated, don't join this company. There are too many other opportunities out there to settle for an environment like this. The stories you see on glassdoor are true and I would look at any 5 star review with extreme caution.",13 people found this review helpful,2020-09-02, Full Time Associate ,Irvine, CA,Current Employee, more than 1 year
109,Going downhill,3.0,People are knowledgeable and the emphasis on learning is good,They have become much less transparent and the upper management seems to play favorites,6 people found this review helpful,2020-08-31, Software Engineer ,Denver, CO,Current Employee,
110,Great Company,5.0,Flexibility within the role. Great training provided. Good teams to work for. All input is heard and ideas are welcomed,"Time to develop, often encounter scenarios of learn whilst doing approach",1 person found this review helpful,2020-08-26, Sales Engineer ,London," England, England",Current Employee, more than 1 year
111,Best Decision- Solid Company,5.0,"Awesome product that customers love, not a point solution so many uses for it across industries and departments. Fun work culture, good leadership with a lot of room for growth. Even with the craziness that is Covid and selling in a pandemic the company has gone over and above to support us and give us tools,training,coaching to help. Best decision I’ve made so far in my career was joining Alteryx.","comp plan, sales territory planning for 2020 was a flop. Some of this due to Covid but please pivot and listen to the reps this year.",1 person found this review helpful,2020-08-17, Account Executive ,Irvine, CA,Current Employee, more than 3 years
112,On the slow downward spiral.  Avoid.,1.0,Used to be recognized as a top enterprise product for business analysts,"Seems to be too much of a sales driven company, with little to no future vision.  This will take the inherently good product of Alteryx and cause the well-known downward spiral to mediocrity.
This has been reflected in the slow downward spiral of the company in the eyes of 3rd party evaluators.
Very little product focus, a lot of politics involved.
There are some new AI efforts but there's no ability to bring in these new products as well.
People are not evil or mean here, it's just uninspiring work and a dying product.",10 people found this review helpful,2020-08-07, Software Engineer ,,,Former Employee, more than 1 year
113,Great culture,5.0,Friendly colleagues and great atmosphere in the office,Sometimes we run out of ice cream :(,Be the first to find this review helpful,2020-08-05, Operations Manager ,,,Current Employee, more than 3 years
114,AWESOME COMPANY,5.0,I love this company and it’s culture. Enough said.,Nothing negative to say in my opinion,1 person found this review helpful,2020-08-03, Anonymous Employee ,,,Current Employee, more than 1 year
115,NOTHING is good enough and ZERO positive reinforcement,2.0,"The product you sell actually works and is beneficial. Higher than average salary and if you sell something, higher than average commission. Great benefits package.","Firstly, the ONLY reason I'm not going with a 1 star. During their initial orientation (referred to as ""boot camp"" there), the CEO of the company will walk in and before he even introduces himself he will open it with ""this will be the hardest job you'll ever have, but also the most rewarding"" and while I disagree with this job being rewarding whatsoever, he was upfront in it being a tough job.

Anyways, onto the cons. While I mentioned it being a pro, there is a reason the salary and the commission is so high here......this is a tough sale. You are cold calling, emailing, LinkedIn messaging 1,000+ businesses (which are provided to you) by researching the companies and researching the potential customers that fit the mold on LinkedIn, Zoom Info ETC. Out of 20 people you may get a hold of, you are lucky if MAYBE 1 of them wants to even hear you out (this is pretty standard in cold call sales).

This job is a grind, but to be fair, during the interview process, the managers are very upfront in this regard. I have 16 successful years in different types of sales and let me say, this is a completely different beast. The STRESS (read below) this job will put on you, you may want to re-consider before accepting an offer here.

So everything I've put so far, the pay is good, they were upfront with this being hard etc, so why do I list these as cons when I knowingly went into this?

With a new company there are learning curves.....systems, product etc. I was here for 8 months and toward the end I felt I knew the product/systems SOMEWHAT. It'd be one thing if this was just me but you can ask ANYONE there, and they'll all tell you it takes at least a year to feel somewhat comfortable with the product.

Onboarding was really where I knew things weren't going to go well. When I started, I sat in a different area away from the team I was on and not only away from my team, I sat with A COMPLETELY DIFFERENT DEPARTMENT. In addition to this, after those 2 months, I was switched to a completely different team with a new manager.

My headline really says it all. There is absolutely ZERO positive reinforcement. The managers have done this job before so they know the grind and instead of giving you props for the things you did well and working with you on ways to improve the things you can do better, they only focus on the negative aspects. For example, if you create the most opportunities, instead of giving you kudos for that, it's just digging into why your other opportunities aren't progressing.......you could literally do 4 good things and if there was 1 thing to nitpick on, that's ALL that'd be focused on. I would absolutely DREAD the weekly 1:1's with my manager as I knew it was a hammer coming down on me for 30 minutes (which it ALWAYS was).

NEVER in my career have I ever felt worthless, lack of confidence etc, but at Alteryx, I felt like a legit worthless piece of crap day in and day out. My wife would tell me countless times that she has NEVER seen stress on my face until this job. Keep in mind, this was all during a pandemic where EVERYONE there was struggling (rightfully so), yet NOTHING was good enough and I can't even imagine what this job would be like post covid.",22 people found this review helpful,2020-07-31, Commercial Land Sales ,Irvine, CA,Former Employee, less than 1 year
116,Great Company,5.0,"Good pay, good work, great mission",I can't think of any to be honest,Be the first to find this review helpful,2020-07-25, Senior Product Manager ,Broomfield, CO,Current Employee, more than 1 year
117,Huge personal development culture and insight to industry,5.0,"Great training and personal development structure. Great office environment with activities and socialising encouraged among other teams. 
Encouragement to learn the technology to immerse in the role",None to really report thus far,Be the first to find this review helpful,2020-07-23, Sales Development Representative (SDR) ,London," England, England",Current Employee,
118,AMAZING,5.0,"Great culture, great product, even better energy and people","None, I love this Company!",Be the first to find this review helpful,2020-07-10, Associate ,Irvine, CA,Current Employee, more than 1 year
119,Good,4.0,Good working environment happy place to be,N/A Nothing here to say at present,Be the first to find this review helpful,2020-07-05, Sales ,London," England, England",Current Employee,
120,It was good for some time,4.0,"Great place to work
Strong teams
Work-life balance",Leadership is a bit chaotic and inconsistent,Be the first to find this review helpful,2020-07-01, Team Leader ,,,Former Employee, more than 1 year
121,Misguided direction from leadership time and time again,4.0,"Pretty developer-centric, although it used to be more so. (Teams used to have a lot more say in their own internal processes with many teams trying some pretty outlandish ideas back in the day.)

A lot of teams have very cool culture and vibe, and the company encourages that.

In recent years, the company has been very successful in internally modernizing/streamlining automated processes.

Compensation and benefits are very competitive.

The stock is on an explosive trajectory upward (in spite of what the rest of the industry/market seems to be doing).

A lot of cool problems being solved everyday in different codebases/languages/tech stacks across the organization.

I put a Neutral outlook on Dean (CEO). He is super gregarious and a great representative for the company/product/brand. His big data catchphrases simply grow trite; if you've heard a couple of Dean speeches, you've pretty much heard Dean. Very nice guy though and attempts to connect with and show appreciation for all areas of the org (although he is clearly a sales guy at heart).

6-month outlook will depend upon how releases of new product lines fare (and whether or not the user base embraces these new experiences). A lot of potential for success here, but also a lot of ways the company could misstep. e.g., Misrepresenting one of these new product lines as a replacement for the previous XYZ product line (or for the partner's/competitor's ABC product line) could aggravate users.","A lot of little pet projects- many of which flounder about wasting resources and never coming to fruition. Frustrating to see resources wasted on things that-- even if they do get completed-- the customers really don't want as much as leadership/management thinks they do.

Moreover, there is a large disconnect between leadership/management and our user base. Leadership/management is out of touch with our main product (Designer) and the niche value it provides. For example, having seen many years of quarterly innovation days, leadership/management does not contribute/participate. (Participation, otherwise, is usually very high across the company-- even outside of the engineering org.)

When the company wants to update/modernize a product line (e.g., server), the tendency has always been to rewrite all functionality from scratch. With decades-old legacy products and a bunch of rosy-eyed (usually newly-hired) developers, this leads to a lot of reinventing the wheel (in the best case) and a lot of new problems (in the worst case). This has happened time and time again with various iterations of lightweight, web-based versions of both the desktop and server products. Every time, there is a naivete (or perhaps hubris) that THIS rewrite will avoid all of the problems from the previous rewrites; more often, there are just new defects and anomalies being introduced (not all of which are being identified).

In response to diverging visions, there seems to be a tendency to terminate many passionate advocates for the main product (including the original CTO, who wrote this product himself). This has led to displaced/disjointed excitement for the product and an overall decrease in morale across (at least) the engineering org.",10 people found this review helpful,2020-06-16, Senior Software Engineer ,Broomfield, CO,Current Employee, more than 5 years
122,Good company,4.0,"- Good work life balance
- Good benefits
- Interesting technology
- Growing industry
- Decent engineering culture","- Salaries are lagging a little (older company maybe not quite aware of where the industry is now)
- Older technology
- Quite a lot of turnover in management
- Analytics company with very few analytics aware engineers / leadership (which is understandable given the nascent nature of the industry) e.g. Analytics department was a mess when I joined and was still pretty bad when I left. Lots of academics that know very little about software and don't really add much value.",7 people found this review helpful,2020-06-16, Senior Software Engineer ,Broomfield, CO,Former Employee, more than 1 year
123,Just okay,3.0,Appearance of a cool culture,"Management has no direction, terrible work life balance, uncontrolled growth",3 people found this review helpful,2020-06-08, Anonymous Employee ,Dallas, TX,Former Employee, less than 1 year
124,This place is toxic!,1.0,"The stock is doing well.  The offices are nice with free snacks and lunches sometimes.  Some people “in the trenches” are incredibly nice and hard-working people that I get to call friends.  The sales team seems happy.  If you’re looking for a toxic, fear-based culture, this is the place for you!","This place is chaotic, toxic and bordering on hostile.  Let’s start with the marketing team as that’s where I sit.  Marketing has struggled over the years and our latest CMO is the absolute worst.  Currently, everyone is off doing their own thing because there is nothing to align to.  The CMO values politics and continues to bring in minions that agree with her.  We have now lost a VP and Director in a month amidst the worst job market because they were tired of dealing with this chaos.  These losses have rocked teams across the org as both were considered high performers.  But, when people challenge the CMO and her tyrants, this so-called “leadership” will spread rumors to tarnish reputations and create a scapegoat for blame to always keep the needle pointed away from themselves.  Something as simple as spelling errors are met with lengthy meetings to discuss how the CMO and the CSO are right until people just say “yes, you are right”.  Duplicative work is being done across the org and no one knows what to trust causing confusion for colleagues across functions.  Customers are even getting unhappy with a product built on 20 year technology, lack of innovation and trust me, I know we will do a good job of putting lipstick on this pig to help the CEO maintain his billionaire status.  The CEO cares more about getting people back in the office than anything else and only shut down offices when required to by law.  The entire leadership team is a good ole boys club that rule based on loyalty and create anxiety and fear.  And the plan for the company? Reach a billion dollars in revenue. How are we going to get there? Any way possible.  There is no structure from the top and with around 1400 employees, this company is in desperate need of real leadership. There are just a lot of shady practices going on here, please here my desperation as I plead for happy souls to stay far far away, especially if considering a job in marketing.  Heed this as your warning!",20 people found this review helpful,2020-05-22, Anonymous Employee ,,,Current Employee,
125,"Great customers, good coworkers",4.0,Really nice atmosphere and customers love the product,"Growing quickly, not all team members are really A+ players",2 people found this review helpful,2020-05-14, Customer Support Engineer ,Denver, CO,Former Employee,
126,Former Employee - THANK GOD,1.0,"Alteryx has several big name customers, they have a couple of products that work well and that's about it.","I won't be long with my review, bc I have better things to do. My hope personal hope would be that I might persuade even one candidate to look elsewhere. Alteryx T-O-X-I-C! Starts with 80% of your colleagues who will be looking to tear you down and any other people they feel threatened by, the other 20% are just there for a paycheck. HR, of whom I will not mention any specific names, exemplifies incompetence. But they act as if they are coequals with Jesus himself. It is interesting to see the amount of reviews that refer to the culture as toxic and couldn't be more true. You will hear stories of things you'd only expect to hear on a lifetime movie. There have been dozens of great people who have left because management refuses to address the problems that pollute every organization in one way or another. But hey, let's continue to just hire people we know, it doesn't matter if they have the knowledge and leadership skills to perform the job. I would say 75% of the company comes from a handful of companies in the valley. Not because there is no other talent, but because candidates can see through the BS in their interview process and it leaves HR with no choice but to go find their friends from other companies. Which by the way it helps build out their clique. Once you join, be wary of the individuals who kissed your a - $ - $  to get you to join the company, only to become influencers of the rampant high school drama, backbiting, harassment and bullying.",19 people found this review helpful,2020-04-17, Associate ,Irvine, CA,Former Employee, more than 1 year
127,Life at Alteryx,5.0,Great culture and people. The platform is amazing too,Don’t really have any in mind,5 people found this review helpful,2020-04-14, Solutions Engineer ,Dallas, TX,Current Employee, more than 1 year
128,"Great product,  terrible work/life balance",3.0,Company is doing great revenue-wise. Customers love Alteryx Designer as it provides immediate value. Compensation is ok. Free snacks and nice offices. Stock. Paid healthcare.,"The company doesn't care about your life outside of work proven during our first COVID call. The company has grown too fast and people end up managing teams without the right experience nor support. The company talks about culture but you rarely see it, just take a look when you come into the office to interview.  Multiple sales offices that are disconnected from each other. Teams are run differently within the same offices, no synergy. The culture is toxic.",18 people found this review helpful,2020-04-03, Account Executive ,,,Current Employee, more than 1 year
129,Solid place to work,4.0,"Great product, smart people, lots of opportunities",Expectations are high and the pace moves quickly,2 people found this review helpful,2020-03-11, Customer Success Manager ,Irvine, CA,Former Employee, more than 1 year
130,Great company,5.0,"Market leading technology, smart and professional staff, ambitious growth plans, great leadership","Teething problems, associated with rapid growth",1 person found this review helpful,2020-03-08, Enterprise Account Executive ,Sydney,,Current Employee, less than 1 year
131,T O X I C culture. Alteryx is the new IBM without the job security.,1.0,"- The company is doing very well and back being a leader in the MQ, which was great news.
- The main product, Alteryx Designer, is a great product, although we are in 2020 and it is still a Desktop product. Analysts love it as it saves them lots of time. Great use cases.
- AYX is on fire, opportunity to make $$$ with shares. Compensation is ok.
- Free snacks and nice offices,
-Good folks I became friend with","- The company is becoming increasingly arrogant. The marketing is getting ridiculous, very quick to adopt any buzzword that would make us sound smart and innovative and that is increasingly becoming an embarrassment, especially if  (like me ) you work with partners who know the market well and try to implement real-world projects with Alteryx. 
We have been working on the new platform for years, partners have questions and are starting to question the attitude and arrogance displayed by the executive team. Oh yes, it is a public company, we need to please investors, everybody gets that but still, …
- As others have said on this page, the culture is super T O X I C,  you should take that seriously and be thorough in your evaluation before joining. There are of course some great people at Alteryx and some pockets where it is great to work but backstabbing is very common, along with people being let go without explanations, great talent suddenly leaving, several cliques, horrible managers promoted. On top of all of that, there is constant insecurity due to ever-changing priorities, direction and overall poor management skills. 
- Fear-based environment and lack of rules when it comes to promotion/advancement. Now it looks like everybody is getting promoted. (i was recently told I could get a promotion with 6 months to make me stick around). I d rather work in a great environment than getting a promotion. The company has grown too fast and people end up managing teams without the right experience nor support.
- Weak HR organization. It is very hard to ""be yourself"" despite the marketing campaign. Alteryx is taking the culture issue seriously and now, every 2 days, someone from the company talks about how amazing Alteryx is on social media. Isn’t that odd? People who are considering a job at Alteryx, ask yourself: does this look spontaneous or is it a marketing campaign? Look at other companies in the space, read the reviews, talk to your network.",13 people found this review helpful,2020-03-01, Sales Engineer ,,,Current Employee, more than 1 year
132,All sellers should look elsewhere (especially Dallas),1.0,"-Designer (the core product) is rock solid. It is a workhorse. 
-Great benefits 
-401k Match is pretty good
-lots of analyst really like the software if they are using large data sets
-leader in the Gartner Magic Quadrant
-pay is okay at best. other companies pay the same or more
-most of the commercial sales team has good leaders. I really respect the VP of commercial sales","-middle management and especially front line managers on the sales teams are terrible. in some cases they have 25 year olds running ""enterprise sales teams"". 
-they have grown too fast and not put the proper people in management roles. it is VERY clear even at the AE level how dysfunctional sales management is. 
-the culture is absolutely TOXIC on the sales team. 
-they treat their employees terrible. they criticize and humiliate people in public/group settings. encourage them to work nights and weekends. 
-work/life balance is awful. they do not put family first. I have heard them tell people ""your career should come first"". 
-100% fear based culture. If you speak up about any of the very obvious problems, you will likely be fired or forced out. 
-there is a reason they have multiple lawsuits against them by employees and former employees. I can say definitively that the lawsuit are NOT merit less.  
-they play favorites more than any place I have ever seen. A big corporate politics environment. 
-in 2020 they skyrocketed the quotas AND lowered the commission rates significantly. there is a reason they are always hard selling the comp plans. 
-you will be pressured to work ridiculous hours and use unethical high pressure sales tactics (that rarely work)",23 people found this review helpful,2020-02-29, Account Executive ,Dallas, TX,Current Employee, more than 1 year
133,They try,3.0,"Solid growth
Great team members/colleagues 
Learn a lot
Reasonable pay
Great health benefits
Employee stock purchase plan","Almost impossible to get promoted in some departments if female
Raises are paltry (e.g. 2% annual increase) despite soaring stock price  (400% annual increase)
Losing some of the perks that made it great (telework, schedule flexibility)",9 people found this review helpful,2020-02-23, Customer Support Engineer ,Broomfield, CO,Current Employee, more than 3 years
134,Hard but incredibly rewarding work,4.0,"Great benefits (other than PTO which is very industry standard). Healthcare is fully covered for the individual.

Great, collaborative environment. Coworkers are super friendly and wanting to help out and share their knowledge.

Super passionate and smart bunch of folks at the contributor level.

Amazing amazing product. Designer is truly revolutionary.","PTO could be better (4 weeks should be standard - not the reward for making it 3 years)

Bonuses could be a lot better given how hard we work.

Management and management churn. Passionate, talented middle management keeps getting fired with no real reasons given beyond",7 people found this review helpful,2020-02-20,  ,,,Current Employee,
135,Amazing Workplace! No complaints,5.0,"Tons of free food - 1-2 full meals almost every day, flexible hours, great coworkers, cool office atmosphere, casual dress, easygoing environment, never any stress, CEO Dean is awesome, world-changing product that sells itself","Almost none, sometimes lacking in internal communication",5 people found this review helpful,2020-02-17, Deal Desk Analyst ,Irvine, CA,Current Employee, more than 1 year
136,A growing company with pros and cons,4.0,"1. Support from the team both in APAC & in the US. I have been trusted to be a subject matter expert for the region & the area of the responsibilities. The team is willing to listen to what I am good at and believe in my comments/advice. 

2. The colleagues in Singapore are very nice and supportive ... I'm blessed to be able to work and befriend them.

3. Pantry is full of snacks and alcoholic drinks that the colleagues will buy back from their travel!

4. Awesome product with great advocates and happy customers.","It’s  neither big, nor small company so there are not many things are in place yet:

1. There is no existing processes in some of the tasks (many things were created / done before a proper planning). Or the processes require a lot of manual practices which are time-consuming.

2. As it’s a pretty small company, something should have kept secret was not kept secret. When one person starts talking, most of the people will know.

3. Meanwhile, some of the things that would affect you were kept for so long time.

4. The career path is also not very clear. I wasn't very sure how to step up to the next level as the company seems to put more layers above us.

5. It’s a sales-driven company (according to the size), so if you’re not in sales / or not related a lot to sales, you may not be thought about or forgotten in some scenario.

6. Many global calls are following the US timezone. Some calls are organized twice, but still in the US office hours (morning and evening) so either is very friendly for us in Asia.",Be the first to find this review helpful,2020-02-14, Anonymous Employee ,Singapore,,Former Employee, less than 1 year
137,Consider Other Opportunities First,1.0,Customers seem to like Designer. Unlimited Snacks.,"Most days Alteryx feel liks a cult. It is rampant with backbiting, narcissism and toxicity.  I have never experienced anything like it. Even more concerning is that some of the most disingenuous people at Alteryx are in positions of leadership.  You can find cool products or opportunities with other companies, it's in your best interest to find a different place to work. You can look at Glassdoor to understand the culture and type of people that work for Alteryx, it's not a secret. Several people in management have little to no experience in the organizations they oversee. If you want to succeed here, you need to come in and say ""yes"" to everyone in positions of leadership, maybe even comment on how wildly successful they are and how you aspire to be as great as they are one day. If you aren't willing to do that then this probably isn't the right place for you.",28 people found this review helpful,2020-02-13, Senior Consultant ,Irvine, CA,Current Employee, more than 1 year
138,review,4.0,"great culture, decent pay, great product",nothing i can think of! more free lunch,1 person found this review helpful,2020-01-30, Sales Development Representative ,,,Current Employee, more than 1 year
139,"Amazing Company, Amazing Culture, Amazing Opportunity",5.0,"Exciting and dynamic environment that shines for its Culture, Opportunity and Technology",Managing regular change due to the fast growing nature of the business,Be the first to find this review helpful,2020-01-21, Sales ,London," England, England",Current Employee,
140,Leadership need to slow down,3.0,"The product is incredible, the people you work side by side with are amazing and the working environments are nice. There is a culture toward helping others with afg (alteryx for good). Agile environment is run properly and the way the teams are broken out is very effective. Most days are enjoyable!","There is never a feeling of safety or security, the leadership change their needs and direction on a weekly basis creating mass confusion. Its people aren't taken seriously and our executive team are too busy fighting each other to provide any real form of direction to their teams (and it feels like we are hiring a new chief every other month). It is also very clique-y. Working weekends is a regular thing as there is too much being asked of individuals and not enough people to manage the workload in every department.

Finally, I am transgender and openly trans in every other aspect of my life... but not at work as I believe from what I see that it would hinder my ability to perform as well as  severely impact my success.",7 people found this review helpful,2020-01-21, Anonymous Employee ,Broomfield, CO,Current Employee, more than 1 year
141,Avoid Singapore Office,1.0,"Great office with snacks 
Solid product
Fair compensation
Cigna Insurance","Guys, please go read the other 1 star reviews about Alteryx Singapore on glassdoor. I agree to everything my ex colleagues wrote. 

Alteryx Singapore has no company culture except politics game. You will probably say ''every company has its own politics game"" which is true. But this politics game in Alteryx Singapore is a bit different, if you join, you will have to agree to everything the APAC management team says. 

Good luck if you have already accepted the offer.",8 people found this review helpful,2020-01-17, Anonymous Employee ,Singapore,,Former Employee, more than 1 year
142,Strong sales culture that rewards success,5.0,"Great technology, supports sales with great tools!",If you are not committed than not the place for you.,Be the first to find this review helpful,2020-01-07, Contract Coordinator ,Irvine, CA,Former Employee, more than 3 years
143,"Great, fast growing company with unique software",5.0,"First of all company cares about the people, their grows, personal development, ideas, listen to them and make changes
Their Software is very unique on the market, well designed, has great UI/UX, brings a lot of money 
Senior management is quite ambitious and has really great and right goals","I think the main problem of this company that senior management does not pay a lot of attention on internal processes optimization. 
To make life of everyone among 1000 employees better - you need to use best tools for that (some collaborative platforms, documents management, storage management, internal forums, etc)
We are not there yet and these changes come very slowly 

Also there many people in the company which are not on the right places. There are many cases when someone ideas are taken into account only because this person is younger or works in company less time and NOT because his skills are great and he is right 
Many Team Leads & Managers performing their responsibilities in a bad way, in some cases educational budget (trainings, courses) is not distributed in transparent and fair way
Company does not have good enterprise architects. That is why a lot of work was just thrown away (6-12 man-months of a team) just because wrong technology or architecture was selected in beginning",1 person found this review helpful,2020-01-06, Senior Software Developer ,Kiev,,Current Employee, more than 1 year
