,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
608,Good place to work,5.0,Smart people. Good food at subsidised rate. Good transport facility. Excellent work culture.,Short deadlines which can be stressful sometimes.,1 person found this review helpful,2019-05-13, Anonymous Employee ,,,Former Employee,
609,Meh,2.0,Big company with big company benefits.,Management has no idea what their people can accomplish because they don’t have realistic ways of evaluating people.,3 people found this review helpful,2019-05-13, IT Helpdesk ,Santa Clara, CA,Former Employee, less than 1 year
610,Need better work/life balance,3.0,Lots to learn. Fast paced.,"Long hours, not much of a work/life balance.",1 person found this review helpful,2019-05-13, Business Operations Analyst ,,,Current Employee, less than 1 year
611,Great company to work for,4.0,Continuously innovating in the face of competition.,Need to refocus revamping middle layer of management,Be the first to find this review helpful,2019-05-12, Service Line Manager ,Cambridge, MA,Current Employee, more than 5 years
612,SOC,4.0,"Great company ,good hikes and great culture",Nothing I can think of,Be the first to find this review helpful,2019-05-11, Anonymous Employee ,Bangalore,,Former Employee, more than 3 years
613,Challenging to settle into,4.0,"There are very talented people in every part of the business and at seemingly every level. 
The detail in almost everything is scrutinized and appreciated for what it is or isn't.
The scale of your work is unlimited, everything (for better or worse) grows to a massive scale.","Learning how to get started can delay the ability to contribute for the first few weeks/months. 
It can be difficult to collaborate with people in entirely different business units.",1 person found this review helpful,2019-05-08, Principal Architect ,,,Former Employee, more than 5 years
614,well maintained and good role to work,5.0,good team culture in the team with loads of fun,limited scope to move out from RM role,Be the first to find this review helpful,2019-05-08, Relationship Manager ,Bangalore,,Current Employee, more than 5 years
615,Great work place and good work balance,5.0,Great work place and good work balance,Nothing I can think of,Be the first to find this review helpful,2019-05-08, Senior Software Engineer ,Cambridge, MA,Former Employee, more than 1 year
616,Technical Project Manager,1.0,The compensation part is good.,"People tries to harass the new hires using the concept of White Boards.
No proper training but expectation is too much in training period.
This whole procedure kills the innovation & motivation from employee.",5 people found this review helpful,2019-05-06, Technical Project Manager ,Bangalore,,Current Employee, less than 1 year
617,Good company to work at,4.0,"1. Good work life balance.
2. Genuinely values employees as people.
3. Competitive compensation, good benefits.","Cons that come with big companies like
1. Processes which slow the development speed but necessary for stability, dependence on aging technologies and frameworks
2. Politics to move higher up the ladder",Be the first to find this review helpful,2019-05-03, Anonymous Employee ,Bangalore,,Current Employee, more than 1 year
618,Excellent place to work with recognition for good work.,5.0,"Great work life balance, great people to work with.",Limited career opportunities within the company.,Be the first to find this review helpful,2019-05-02, Technical Support Engineer ,Kraków,,Current Employee, more than 1 year
619,Terrible management,3.0,Great work environment with coworkers,"Your manager cannot threaten you, Then another manager is chosen and that manager is worse,",3 people found this review helpful,2019-05-02, Technical Project Manager ,,,Former Employee, more than 3 years
620,Everyone loved it,4.0,"Everyone really liked being there. Good benefits, good environment",tons of bureaucracy and time wasting meetings,2 people found this review helpful,2019-05-02, Anonymous Employee ,Reston, VA,Former Employee, more than 5 years
621,Great company at risk under new sales leadership,5.0,Very good company to work for.   Winning in the shift to security products,New sales leadership does not value long term relationships,Be the first to find this review helpful,2019-04-30, Sales Manager ,,,Former Employee, more than 1 year
622,Emotionally draining,1.0,"Good work place environment, flexibility to work from home , helpful team members, peaceful work culture if you do not wish to grow.",Management doesn't recognize real talent.  Women tormenting women by spreading rumors and sending threatening messages for personal gains. Management doesn't take up these issues seriously despite complaining because they only consider sexual harrasment seriously.,6 people found this review helpful,2019-04-29, Account Manager ,Bangalore,,Current Employee, more than 1 year
623,Technical Support Engineer,5.0,"Tech development
Work and life balance","Have to deal with urgent matter
Too many features and platforms",Be the first to find this review helpful,2019-04-29, Anonymous Employee ,,,Current Employee,
624,Sales,5.0,"Leader in market share and technology on its core business (CDN) and fast growing security yet getting close a billion USD.
Great to work with world class experts in WebPerf and IT Security.
The unique capacities of the Akamai Edge platform is a differentiator.
International company",Matrix organisation and its consequences on decision taking sometimes.,Be the first to find this review helpful,2019-04-27, Anonymous Employee ,,,Current Employee,
625,Amazing company to work with,5.0,"Great tech stack, great people great culture","Nothing really, it has good retention policy as well",Be the first to find this review helpful,2019-04-23, SDET2 ,Bangalore,,Former Employee, more than 1 year
626,Sr.Engagement Manager,4.0,Really good place to work in terms of Industry knowledge,Hard to have personal development since the business has limit flexibility,Be the first to find this review helpful,2019-04-23, Edge Computing Solution Manager ,Kwun Tong, Kowloon City,Former Employee, less than 1 year
627,Boys Club,3.0,"Mostly excellent, intelligent and inspiring co-workers.  Some opportunities to learn new technologies and contribute to updating the tech stack.   Working for the security business unit means you're working for the Internet's good guys.","Management talks a lot about promoting diversity and team building,  but the reality is that if your type of diversity sets you sufficiently apart, the team building is going to be about hating you, and the members will do whatever they can to make sure your code does not get into the code base, thus making your production look low.",4 people found this review helpful,2019-04-22, Software Developer ,Fort Lauderdale, FL,Current Employee, more than 5 years
628,Great Company,5.0,Great benefits unlimited PTO is a plus,none that i can think of,Be the first to find this review helpful,2019-04-22, Sales Development Representative ,Atlanta, GA,Current Employee, more than 1 year
629,Fantastic company,5.0,Great management and leadership at all levels,Very few negatives to report,Be the first to find this review helpful,2019-04-19, Senior Solutions Architect ,Washington, DC,Current Employee, more than 5 years
630,Client Services Manager,5.0,Exceptional company to work for and build your career.,I can't think of any Cons,Be the first to find this review helpful,2019-04-11, Anonymous Employee ,,,Current Employee,
631,Very good,5.0,Akamai is one of the most chilled out places to work in India,If you want to be comfortably grow then this is the place but not if you want to grow fast,Be the first to find this review helpful,2019-04-09, Anonymous Employee ,,,Former Employee,
632,"Very dynamic, friendly",4.0,"Compensation
Recognition 
Good learning environment
Quality People
Fantastic vision, perfect product and services","One should adapt changing environment very fast
Rotation is high",Be the first to find this review helpful,2019-04-08, Anonymous Employee ,,,Current Employee, more than 5 years
633,Stressful work vs personal life balance,5.0,Money and other perks are good,Too much work load at times,Be the first to find this review helpful,2019-04-05, Client Services Manager ,Bangalore,,Current Employee, more than 3 years
634,Akamai - great place to work,4.0,People are a value asset. Great work culture.,Some old timers tend to misuse their position...but the system catches up with them,Be the first to find this review helpful,2019-03-28, Anonymous Employee ,,,Former Employee,
635,"Easy-going, DIY engineering culture - good alternative to lucrative pressure cookers AAPL, Google, etc.",4.0,"- Great work-life balance.
- Lack of intense pressure, lay-off threats, etc.
- Fair compensation, evaluation, if you take process seriously.
- Company is always profitable and stable.
- Company is very important to Internet's stability/performance.","- Lack of intense pressure also means lack of accountability and do-little employees and even products/teams.
- A lot of meetings and talking; lack of smooth, repeatable processes in development. Tons of process but it's not efficient.
- Hiring is inflexible and cheap (lets the Googles and Apples take potential hires away based on higher compensation; lack of flexibility in opening positions to suit referred talent; and other absurd budget-related failures).
- Very cheap in terms of incidentals (equipment, parties).
- Almost all tech built in-house since 1999 -- slow to benefit from open source community; almost no contribution to open source either.
- Company always profitable but seems to be coasting in terms of breaking through w.r.t. market opportunities.",5 people found this review helpful,2019-03-26, Very Senior Software Engineer ,Santa Clara, CA,Current Employee, more than 8 years
636,Senior Manager,5.0,"Excellent, Rewarding, Balance, Perspective, Equal",None at this point in time,Be the first to find this review helpful,2019-03-25, Anonymous Employee ,,,Current Employee,
637,Program manager,3.0,"salary package, flexible work timings",none i can think of,Be the first to find this review helpful,2019-03-22, Anonymous Employee ,,,Former Employee,
638,great work culture,4.0,"good work life balance, good facilities","fire people randomly , no transparency",Be the first to find this review helpful,2019-03-22, Program Manager ,Bangalore,,Current Employee, more than 3 years
639,Inclusive,5.0,Inclusive Philosophy and Culture.  A great place to work.,Nothing that I can think of.,Be the first to find this review helpful,2019-03-19, Senior Lead Program Manager ,Bangalore,,Current Employee, more than 10 years
640,Nice Place to work.,4.0,"- Good Work/Life Balance
- You will get to work with some great minds around you.",- I don't see any.,Be the first to find this review helpful,2019-03-18, Anonymous Employee ,,,Current Employee,
641,Sales,5.0,"Culture, Management, Facilities, compensation and People",Nothing that I can think about.,Be the first to find this review helpful,2019-03-18, Anonymous Employee ,,,Current Employee,
642,Q/A Enginner,5.0,"work life balance
Good  culture 
Other benefits are good
Flexible Timing",Nothing Much Overall good company to work,Be the first to find this review helpful,2019-03-16, Anonymous Employee ,,,Current Employee,
643,Mixed Experience,2.0,Going big with great future plans and roadmap;,"Extensive and monotonous online based training, mainly watching video clips, which IMO is quite ineffective and tedious; 
Lack of meaningful support and development; 
Mgmt can be quite oblivious to their team's overwhelming workload and provide little support ; 
Overstretched resources;
Very poor work-life balance;
Training and Professional Development budget is either tight or poorly spent",2 people found this review helpful,2019-03-13, TPM ,,,Current Employee, more than 1 year
644,Technical Program Manager,5.0,"Best place to work                    
Very good growth
Pays very well
Good food and Transport
Work from home options",Nothing  as such with Akamai,2 people found this review helpful,2019-03-13, Technical Program Manager ,Bangalore,,Current Employee, more than 5 years
645,system engineer,5.0,all food wfh free food free cab,not such company is cool with talented people,Be the first to find this review helpful,2019-03-12, Systems Engineer ,Bangalore,,Current Employee, more than 5 years
646,Best place to work with,5.0,"Nice environment, nice people, many things to learn","Start up company, need more funding",Be the first to find this review helpful,2019-03-11, Process Technician ,,,Current Employee, more than 1 year
647,Good place,4.0,"- Work culture is good
- exposure","Too HQ centered
Bangalore office is largely ignored",Be the first to find this review helpful,2019-03-08, Anonymous Employee ,,,Current Employee,
648,Exposure to many technologies,4.0,"Great CEO
Exposure to many web technologies from all the different customers
Continuously Learning environment",there is none at this time,1 person found this review helpful,2019-03-07, Engagement Manager ,,,Current Employee,
649,Great Place to work -- lots of room for growth,5.0,"good salary, good benefits, innovative technology","hyper-focus on security means less development in other areas like media
very fast-paced, multiple projects and meetings going on at once -- hard to keep focus because you are chasing the $",1 person found this review helpful,2019-03-06, Media Engineer ,Cambridge, MA,Current Employee, more than 5 years
650,Great work environment,5.0,"flexible with time off requests, excellent health & retirement benefits, tuition reimbursement & funding for certifications is generous",SOCC employees cannot take advantage of Akamai Anywhere initiative for working from home.,1 person found this review helpful,2019-03-06, SOCC Specialist ,Boston, MA,Current Employee, more than 3 years
651,Sales Exec at Akamai,4.0,Growing security business and actively going after new spaces,Acquisitions need to see greater growth,Be the first to find this review helpful,2019-03-05, Sales Executive ,,,Current Employee,
652,difficult to get easy tasks completed,3.0,Variety of product available to resolve network performance issue,Company is large difficult to get easy tasks completed by responsible resource,2 people found this review helpful,2019-03-05, Anonymous Employee ,Bangalore,,Former Employee, more than 1 year
653,Decent place trying to find new footing,3.0,Good technology and innovation but core solutions increasingly seen as commodity.,Commoditization of core solutions.  Repeated organizational change in specialist (sales overlay) positions. Minimal incoming leads.,Be the first to find this review helpful,2019-03-05, Sales ,,,Former Employee, more than 1 year
654,Good one,3.0,It is a good company,Nothing as such to be mentioned.,Be the first to find this review helpful,2019-03-04, Anonymous Employee ,Bangalore,,Current Employee, more than 1 year
655,Great place to work,4.0,You will be working with a world class professional services team,Limited career advancement option available,Be the first to find this review helpful,2019-03-03, Senior TPM ,,,Current Employee, more than 5 years
656,Best company to work,4.0,"Good culture, facility and free to work.",No cons as of now,Be the first to find this review helpful,2019-03-01, Anonymous Employee ,,,Current Employee,
657,Good company but not the right strategy for Security,4.0,"Great products
Strong platform 
Reliable
Great service","Too expensive
Lack of Sales agility 
Not a good strategy for Security 
Not channel friendly",Be the first to find this review helpful,2019-03-01, Anonymous Employee ,,,Current Employee,
658,Sales Manager,4.0,Great compensation and benefits.  Restricted Stock Units is one of the great benefit Akamai offers.,"Too many meetings. While meetings are important, the day can be saturated with meetings if you are in a manager or lead position in the sales/marketing department.",Be the first to find this review helpful,2019-02-25,  ,,,Former Employee,
659,Akamai US Channel Sales Executive,5.0,amazing people and strong product,Very focused on Cambridge location,2 people found this review helpful,2019-02-21," Director, Channel Sales Management ",Bangalore,,Former Employee, more than 10 years
660,Great for Work/Life Balance,4.0,"Company is doing good
Transport Facility
Flexibility",Not much of learning for beginners,Be the first to find this review helpful,2019-02-21, Quality Assurance Engineer ,Bangalore,,Current Employee, more than 1 year
661,Very good company,4.0,Lot of flexibility and other benefits. Good opportunity for growth.,Learning curve slows down as time passes.,Be the first to find this review helpful,2019-02-21, Anonymous Employee ,Bangalore,,Current Employee, more than 3 years
662,Great place to work at,4.0,"Very Nice people, great to work with","Too easy, not challenging enough",1 person found this review helpful,2019-02-16, Software Eng ,,,Current Employee,
663,Great place to work,5.0,"Great work life balance
Employee friendly",Office politics can sometimes take a toll,Be the first to find this review helpful,2019-02-14, Senior Solutions Engineer ,,,Former Employee,
664,Akamai Technologies - Company and work place review.,4.0,"Great place to work, Good culture, exciting challenges and certainly a people centric company.",Off late there has been quiet few changes which is not helping.,Be the first to find this review helpful,2019-02-12, Anonymous Employee ,,,Current Employee,
665,Software Engineer 2,4.0,"Excellent work culture
Good payment 
Friendly team","Work is monotonous
Less learning curve",Be the first to find this review helpful,2019-02-12, Anonymous Employee ,,,Former Employee,
666,Logistics Analyst Lead,4.0,"Work life balance, flexibility, good working enviornment","Increased Employee Attrition, no clear growth path",Be the first to find this review helpful,2019-02-11, Logistics Analyst Lead ,Bangalore,,Current Employee, more than 8 years
667,Great company,4.0,"- competitive salaries & benefits
- work-life balance","- complex products & processes
- hard to find info internally",Be the first to find this review helpful,2019-02-08, Anonymous Employee ,,,Current Employee,
668,Great for Work/Life Balance,5.0,"Amazing work life balance.
Chilled out team","Not much of growth can be expected.
Not much of learning for designers.",Be the first to find this review helpful,2019-02-08, Graphic Designer ,Bangalore,,Current Employee, more than 5 years
669,Best CDN Company,4.0,"Great technology, Fine Education to new hire","Too much processes to follow, Hierarchy management",Be the first to find this review helpful,2019-02-08, Solution Engineer ,Shanghai," Shanghai, Shanghai",Former Employee, less than 1 year
670,"Great Technology, too political, and way to slow on execution",2.0,"Great Benefits, technology works brilliantly, great work life balance, no real mirco-management.","Company has changed since joining 7 years ago.   Today it is not about execution but who you are politically aligned with in the company.  People are rewarded for the narrative not results.   Too many click's in the company and you can no longer express your ideas or challenge anyone without fear of political backlash.   Company has lost its way and does not subscribe to the three tenants that the cofounder Danny Lewin initially implemented 20 years ago.   Many of the new employee's are sub par based on below market salaries and OTE.  If you are looking for a company that is safe, slow moving and makes decision by committee with everyone able to say no Akamai is it....",29 people found this review helpful,2019-02-07, Regional Sales Manager ,Washington, DC,Current Employee, more than 5 years
671,Mismanagement at the lowest level,1.0,There are many smart people and some departments are very profitable,Some lowest level managers are psychopaths. Their supervisors and human resources can clearly see that but there is no action taken.,9 people found this review helpful,2019-02-06, Test Automation Engineer ,San Diego, CA,Current Employee, more than 1 year
672,"Solid company, great work life balance",4.0,"Great benefits
Great work life balance
Moving forward
Smart people
Cutting edge tech","None really, recent layoffs worry employees",2 people found this review helpful,2019-02-05, Quality Engineer ,Cambridge, MA,Current Employee, more than 5 years
673,Akamai,2.0,Used to be innoative and with start-up spirit where everybody counts,"Disrespect, lack of  empowerment, multitude of hierarchy levels",Be the first to find this review helpful,2019-02-02, Alliance Director ,Madrid,,Former Employee, more than 8 years
674,No loyalty,2.0,"- Working with smart people
- Good Benefits","- Greedy leadership... in the process of outsourcing the entire Security Organization to Costa Rica to access cheap labor.
- Lack of advancement opportunities",1 person found this review helpful,2019-02-01, Anonymous Employee ,,,Former Employee, more than 3 years
675,Software developer/engineer,4.0,"Good pay, Challenging job, Relax management","Sometimes, management tends to be too soft and reluctant from firing incompetent people",1 person found this review helpful,2019-01-24, Anonymous Employee ,,,Current Employee,
676,"Lead Engineer, Platform operations",4.0,"Intelligent bunch of people, Market leader in CDN",N o n e .,1 person found this review helpful,2019-01-22, Anonymous Employee ,,,Current Employee,
677,,3.0,"Very Technical, great work culture, great people to work with","Poor Management Decisions, slow growth opportunities, very strict hierarchy",4 people found this review helpful,2019-01-22, Technical Support Engineer ,Santa Clara, CA,Current Employee, more than 5 years
678,nice company,4.0,"good people, nice company and managers",to slow to make things happens,Be the first to find this review helpful,2019-01-22, Talent Acquisition Specialist ,,,Current Employee, less than 1 year
679,Good Company,4.0,"- No matter what rank you may have everyone is treated the same way. I have met VicePresidents, even the CEO of the company when I was an intern and have received big support from their end.
-Salary is good, the company pays for your phone bill, and in the contract, you receive a 20% monthly bonus.
-Work from home is an option.
-Flexible schedule.
-Growth is significant as a Project Manager.
-Free lunch and snacks.","Some Managers should not be managers at all. Their lack of technical experience is difficult to deal with when they do not understand the time required for a process.

Apart from that nothing in my entire career here.",1 person found this review helpful,2019-01-21, Technical Project Manager ,,,Current Employee, more than 1 year
680,OK place to work,3.0,-  Good place to learn about streaming and webscale security,"- Legacy / proprietary infrastructure
- Not the best place to learn new technologies",4 people found this review helpful,2019-01-17, Director ,Santa Clara, CA,Former Employee, more than 3 years
681,Akamai doesn't really develop anything.,2.0,Large company.  Liberal work from home policy.  International.,"Your work will never see the light of day.  

Akamai started as a web caching service and pretty much stopped there.  They have gone on to buy other little companies to acquire new technology and ... don't seem to do anything with it.  Akamai has annual layoffs where folks that are not politically aligned get axed regardless of their contribution or technical importance.  Honestly though, Akamai needs to lay off a LOT more people.  Because Akamai doesn't really develop any  new technology, they really don't need all of those engineers and developers.  Seriously, Akamai could be 1/10th its current size and still be just as ""productive"".  

The liberal work from home policy is nice, but it also has a down side.  My manager lived in another state.  His manager lived in another country.  Our BU was run by another guy in another country.

Nothing seems to get done.  My team produced lots of great work but there was nobody to hand it off to -- even the teams that requested the systems in the first place.  Nobody is in charge.  Nothing seems to go anywhere.  There is no direction.",25 people found this review helpful,2019-01-17, Systems Architect ,Fort Lauderdale, FL,Former Employee, more than 8 years
682,Best place to work,5.0,"Akamai has best benefits policy
Employee oriented organisation
Very good inclusive culture
Good bunch of people to work with",Nothing at this point in time,1 person found this review helpful,2019-01-16, Anonymous Employee ,Bangalore,,Current Employee, more than 1 year
683,Nice company,4.0,good pay and balanced work life,not yet found will update later,1 person found this review helpful,2019-01-15, Senior Systems Engineer ,Indi," Karnataka, Karnataka",Current Employee, more than 1 year
684,Good work life balance,5.0,"- smart people
- flexible work schedule
- reasonable expectations","- tough commute
- hard to keep talents with the right skill set",5 people found this review helpful,2019-01-15, SDET2 ,Cambridge, MA,Current Employee, more than 1 year
685,Hire And Fire - Old Boy Netwotk,1.0,"- Great portfolio, market domination (so far).
- Interesting technologies and market segment.","No matter how you perceive Akamai today, they are basically a start-up company with a start-up attitude to strategy and employees.

If you joined during the early days and part of the old boy network, you will be secure and protected. If you're part of any new hire in last few years, be prepared to be let go in a heart beat, nobody will back you up from the management team as they will only be worried about their own jobs.

The sales teams are shocking to work with, they are mostly fly-boys, complain about Akamai all the time and how they could earn more money elsewhere and brag about their Porsches and R8s all the time, no commitment to the company. I met many sales people who were in Akamai, left, rejoined and wanted to leave again which Akami embrace as they're only interested in the dollar.

The experience of the management team is very poor and they wouldn't stand a chance in any other business I have worked in. They are used to hiding in their offices, taking no ownership or responsibility.

The current CEO has no balls since Elliott Management took a hefty stake in the business. Elliott now runs Akamai and the CEO and his inexperienced management team dance to the beat of the Elliott drum.

The company is being shaped by Elliott for imminent acquisition so if you're reading this and thinking of joining then I would advise waiting as you might not be in your job long; sleep easy though as the CEO and his inexperienced management team will make a lot of money out of this.

Finally, the HR team are useless, have no power, no control, another bunch of inexperienced individuals given power but can't help you, only help themselves.",27 people found this review helpful,2019-01-13, Busineess Analyst ,Boston, MA,Former Employee, less than 1 year
686,Great benefits! Great partiality!,3.0,"The management is super cool.
They allow you to work in your own style(unless you dont have new hired manager)
They allow to take risk. Very open and supportive to new ideas (even if they are stupid)
And additional benefits you get here is amazing. And the office looks as much as beautiful.","I got pissed off when I came to know a college hire is getting twice that the empolyees working for more than a year there. And I understand it is a trick to attract college hires. But it kills peoples there.
Apart from that Nothing else. Company is known for firing employees when they acquire a new company. That trend has to stop.",1 person found this review helpful,2019-01-12, Technical Solutions Engineer ,,,Former Employee, more than 1 year
687,It was good,5.0,All was great to work with this company,🌃 night shift amd long time,Be the first to find this review helpful,2019-01-06, Anonymous Employee ,Kasba Kol,,Current Employee,
688,Interesting everyday work but too specialized,4.0,"Great culture, good colleagues and work with some really skilled people.","Job role is too specialized, hard to get insights on the whole operation of the system as the teams are distributed and knowledge sharing makes slow progress.",Be the first to find this review helpful,2019-01-05, Securite Operations Centre Specialist ,Kraków,,Former Employee, more than 1 year
689,Good place overall,5.0,"Vacation time is great
The benefits are good for the healthy",Health benefits were recently reduced without much warning,1 person found this review helpful,2019-01-02, Anonymous Employee ,,,Current Employee,
690,Great place to grow,5.0,"1. Lots of benefits for employees.
2. good learning opportunities.
3. Extra curricular activities are also given importance.",Nothing as of now. Will update if anything found,1 person found this review helpful,2018-12-26, Solutions Architect ,Bangalore,,Current Employee, more than 1 year
691,Good company to work with and for learning new technologies,4.0,Good company to work with and you can learn lot of new technologies.,As of now no Cons,1 person found this review helpful,2018-12-20, Senior Software Development Engineer In Test ,Bangalore,,Current Employee, more than 1 year
692,Excellent company with a beautiful office and amazing people,5.0,"Beautiful Office creates positive vibes to start you day! Best in class infrastructure. 
Work life balance.
Free food.
Ample opportunities to work.
Education program",There are no cons as such.,1 person found this review helpful,2018-12-17, Customer Incident Manager ,Bangalore,,Current Employee, less than 1 year
693,Recommended place to start,3.0,"Great networking, you get to know a bunch of companies 
transparency in the technology, you get to learn a lot of cloud computing 
Lots of trainings 
great environment to work","Career growth is complex
Senior Management lacks of Tech knowledge",Be the first to find this review helpful,2018-11-29, Technical Project Manager ,San Jose," San Jose, San Jose",Current Employee, more than 3 years
694,Account Executive,4.0,Fantastic company with great leadership and innovative products,"It's very challenging to sell an enterprise quality/priced solution to SMB. Akamai has 99 out of the top 100 e-commerce sites under their belt, so when you're reference selling and providing use cases to a SMB it's hard for them to relate.",Be the first to find this review helpful,2018-11-28, Anonymous Employee ,,,Current Employee,
695,great paymaster,5.0,great salaries and perks with good work life balance,less career options to grow,2 people found this review helpful,2018-11-28, Senior Relationship Manager ,Bangalore,,Current Employee, more than 3 years
696,Professional Service Management,4.0,Well established industry leader with mature teams that work really well together.  They fully support work from home with a highly distributed team.  Invests in the environment and cultural diversity.,Career development and advancement is there but can be slow for some people. Not the latest technology.,Be the first to find this review helpful,2018-11-27, Anonymous Employee ,,,Former Employee, more than 8 years
697,Excellent Place to Build your career,4.0,"- Flexible Work timings
- Employee Friendly
- Solid technology stack
- Variety of projects
- Growth","- Working with Legacy systems can be a challenge
- Too many internal processes that has to be followed
- Akamai specific technologies that'll help only in Akamai but not as much elsewhere",Be the first to find this review helpful,2018-11-19, Software Engineer ,Bangalore,,Current Employee, more than 1 year
698,Bangalore - New Office Welcome to Chaos,1.0,Good company. Good technologies.,"The Bangalore Akamai moved to a new office in the 2nd week of November. While  you would expect some teething issues in any move, here it is the reign of chaos. The transportation facility provided by the company has completely collapsed. At 5 pm it is like a fish market in the  company premises with employees begging the cab providers to share some information about their assigned cabs. Cabs that are assigned are nowhere to be seen. Someone very brilliant has thought of moving away from the earlier cab services model and bring in a new model exactly at the same time as the company moves to a new premises so that we can shock the employees with multiple changes such that they become so numb that they are not able to understand what is happening and become speechless. To keep it short the whole model has collapsed and employees have been reduced to hapless beggar begging for a ride to go home",1 person found this review helpful,2018-11-19, Anonymous Employee ,,,Current Employee, more than 1 year
699,Best Place to work,4.0,"you can work with smart people
Good Employee benifits
Awesome facilities
Satisfaction for you hardwork",No work life balance and micro management  in some departments,1 person found this review helpful,2018-11-18, Software Engineer ,Bangalore,,Former Employee, less than 1 year
700,No professionalism,1.0,"-if you are a beginner or have 2 to 4 years experience then OK to work here
-then you will get  suitable package
-no dress code","-not a professional environment to work
-only manager's pet will get good hike, promotion and budget for external certifications
-product based company so, not much of technical exposure
-if manager doesn't like you then you will be laid off easily",1 person found this review helpful,2018-11-13, Solutions Architect ,Bangalore,,Current Employee, more than 3 years
701,Great company to work for,4.0,"Good exposure, good work life balance, company cares for employees; Employees voice is heard",None - nothing that i could think,Be the first to find this review helpful,2018-11-12, Escalation Manager ,Bangalore,,Current Employee, more than 8 years
702,meh,4.0,"this was a bangin place to work, if you don't mind getting brain dumped and laid off","5 words for con, meh",Be the first to find this review helpful,2018-11-07,  ,,,Former Employee,
703,Awesome place to work,5.0,You get to do what you want.,Hiring quality has been degraded.,Be the first to find this review helpful,2018-11-05, Network Engineer ,,,Former Employee, more than 3 years
704,Good place to work provided you are in the right team,4.0,"Great Work culture
Flexible work options
Easy to understand the direction CEO is taking the organization","Lots of pressure from Wall street on Akamai now to perform
Difficult to change opinions or ideas of veterans in the company",Be the first to find this review helpful,2018-11-04, Solutions Atrchitect ,Bangalore,,Former Employee, more than 3 years
705,Platform operations engineer,4.0,Best place to work. This role involves handling alerts and you are done after 8hrs day,Managers need to this from employees perspective and work accordingly,Be the first to find this review helpful,2018-11-02, Platform Operations Engineer ,Bangalore,,Former Employee, more than 3 years
706,Manager,5.0,"Fantastic place to grow if you have the right attitude and are willing to learn new things. Lots of opportunities for internal moves and performers are rewarded handsomely every year. Great growth potential because this company enables most of the new mega trends on the internet, behind the scenes, like it has done for the last 20 years. Good overall benefits package. Lots of avenues to up skill yourself, a truly employee friendly company and an equal opportunity employer.","It really demands the best out of you and expects you to bring in your A game to the table every single day. So if you are not up for it, you will be a fish out of water.",Be the first to find this review helpful,2018-11-01, Anonymous Employee ,,,Current Employee, more than 10 years
707,Employee,1.0,"Benefits 
Unlimited PTO (thank you)
Location","HR will ignore complaints and will not investigate 
Elliott Management scares executive team, so company is reactive/not strategic about hiring, and long-term goals. Only concerned about numbers looking good for the market 
Employee morale is very low 
Most of Management comes from Commerce Team (old boy network). So if Commerce is hiring, go there. People who have done well stay there forever and protect one another 
Expensive solutions for mid-market 
There always seems to be reorganization every 1st quarter
No transparency or trust, teams will sabotage each other. 
Success is dependent on your manager/politics not on your results",19 people found this review helpful,2018-10-31,  ,Boston, MA,Current Employee, more than 3 years
708,Solutions Architect,5.0,"What not.. Free food, loaded pantry, Door step pick up and drop service, wfh, mac everything I like.",Management was good but not happy with the recent developments.,Be the first to find this review helpful,2018-10-30, Solutions Architect ,Bangalore,,Current Employee, more than 3 years
709,Major Account Executive,3.0,Excellent culture with some growing pains due to competition.  Transforming into a pure edge security company with tremendous products that are easily consumed by existing customers.,"Difficult to see the innovation beyond security such as WAF and Bot protection.
Facing significant headwinds from boutique competitors and major cloud providers like AWS, Azure and Google",Be the first to find this review helpful,2018-10-30, Anonymous Employee ,,,Current Employee, more than 3 years
710,Senior Manager Solutions Engineering,5.0,"Great Environment, Smart People,  Good Company doing important work",Satellite Small Office can be a bit disconnected from Cambridge,Be the first to find this review helpful,2018-10-26, Anonymous Employee ,,,Former Employee,
711,Faster forward,4.0,People company. Great technology. Friendly,Premium. Very expensive. Long process,Be the first to find this review helpful,2018-10-24,  ,,,Current Employee,
712,Circling the drain..,1.0,"800 pound gorilla in the industry, but the industry is evolving.
Secular trends in the market are in Akamai's favor
When global scale is needed (eg. broadcasting the Olympics) Akamai is still the best choice  
Ethical and socially conscious company and CEO
Decent comp and benefits package
Company generally treats employees well though some managers are toxic and vindictive","Aging platform held together by proverbial duct tape and popsicle sticks in many cases.
Middle management - Directors to VPs - filled with Akamai veterans and politically savvy types whose primary competence is playing a dysfunctional system to their advantage. Meanwhile, the executive team hems and haws because no one wants to put their name to a decision.  And so it goes in endless loop - Rinse, rehash, repeat.
A shocking lack of execution discipline, priority setting and planning across all parts of the company - product, sales, marketing, IT, finance - you name it. Akamai seems to believe that normal rules of business simply don't apply
Products that take forever to come out
CEO is academically brilliant, and seems a decent man, but is an overpowering and controlling figure with no operational skills. The tone and expectations he sets allows folks (especially the old guard) to get away with pretty much anything",3 people found this review helpful,2018-10-24, Anonymous Employee ,,,Former Employee,
713,Good,4.0,"Great place to work
Good compensation",Nothing I can think off,Be the first to find this review helpful,2018-10-24, Anonymous Employee ,,,Current Employee,
