,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
209,It’s was the worst,1.0,The company has free coffee and tea and water,The hours and schedule are the worst they change it against your will. Also the pay went from 22.03 to 18.03 to 16.03. They are very strict on bathroom breaks lunch breaks and the structure for their training could be a lot better. Also the customers treat you very bad via phone.,2 people found this review helpful,2019-04-29,  ,,,Former Employee,
210,Cesspool of mediocrity.,1.0,Altice offers decent healthcare benefits.,"What negative thing can’t you say about this company? Out of all my professional experience, working with Altice was the biggest mistake of my career. To start, after Cablevision was sold, things started to progress from pretty high spirits, to the bottomless pit of despair. 

It started when Altice came in and gutted as many experienced and knowledgeable employees to cut costs for their inevitable IPO. Cablevision’s field service workforce was pretty much left to dry as Altice Technical Services became a separate company and essentially forced people to take lower pay and worse benefits or find a new job. This impacted customer service by having to use an army of undertrained and useless contractors that created a gaping hemorrhage of customers.

After not having the proper support for a network as substantial as Optimum, Altice continued to lower the quality of customer service reps. Hiring people for lower than market rate, not properly training them, outsourcing call centers to the Dominican Republic and South Africa, the list really could go on and on. They are now creating unrealistic retail stores with no advertising or marketing, spending boatloads of money on a new wireless service that is supposed to “compete” with the big 4. These stores are essentially converted walk in centers where people used to trade hardware and pay their bill. 

I could keep going on and on but there really is no point. This company used to be a great place to work, with livable wages, great atmosphere and intelligent employees. Now it has become the place where dreams go to die and it only looks as if things will get worse. The senior management team spends more and more money making horrible business decisions and becoming a truly chaotic mess of a company.",9 people found this review helpful,2019-04-23, Anonymous Employee ,Newark, NJ,Former Employee, more than 5 years
211,Buy Tylenol and Rolaids in bulk before applying.,1.0,The cafeteria staff is friendly!,"Everything else.  Ungrateful management with ridiculous deadlines.  Lack of staff.  Lack of training opportunities.  No family-work life balance.  No ability to work remotely which is staggeringly amazing for a ""tech"" company.",5 people found this review helpful,2019-04-23, Lead Programmer Analyst ,Bethpage, NY,Former Employee, more than 5 years
212,Not the company Cablevision used to be.,2.0,Great benefits package. They used to promote from with in not sure if they still do.,"They are no longer a family company, they are no longer loyal to their employees or anyone else.",4 people found this review helpful,2019-04-22, Anonymous Employee ,,,Former Employee, more than 10 years
213,Very messy company,2.0,"Good money, and the can't complain about free cable and good benefits.","Very unorganized, not hard to make sales but getting them installed is a whole other issue.",3 people found this review helpful,2019-04-18, Sales Executive ,Rockaway, NJ,Former Employee, more than 5 years
214,Could be a better place,3.0,Great place to start and learn about software engineering,"Most positions are for outsourced employees, so nothing is garanteed for mid/long term.",Be the first to find this review helpful,2019-04-17, Software Developer ,Aveiro,,Current Employee, more than 3 years
215,pretty good place,3.0,friendly atmosphere and great coworkers,heavy workload but exciting projects,Be the first to find this review helpful,2019-04-16, Quality Manager ,Bartow, GA,Current Employee, more than 1 year
216,Ok,4.0,Benefits was amazing and free,Management was just too much,Be the first to find this review helpful,2019-04-15, Customer Service Representative ,,,Former Employee,
217,Unfortunate Buyout,2.0,They offer insurance and benefits,"Management, large turnover, no training, salary, very unprofessional, never any positive encouragement since Altice bought Suddenlink... it’s only about money and they don’t care about the customers.",5 people found this review helpful,2019-04-10, Customer Service Specialist ,Bossier City, LA,Current Employee, more than 1 year
218,Field Tech,2.0,Great place to work. I get a long with my co-workers,None that I can think of right now.,2 people found this review helpful,2019-04-05, Anonymous Employee ,,,Current Employee,
219,"Stay away from this business located in Tyler, TX",1.0,"Pay, free coffee, training on how internet, tv cable services work and the troubleshooting involved.","Management, Culture.

Since Suddenlink was bought out by Altice, there has been a dramatic change.  Employees are now being micromanaged as never before.  The company has laid-off many and even closed two of their call centers.  

Now, make no mistake, this is a call center and they are now tougher than ever when managing the employees.  High turn-over rates.  Little to no chance for advancement.  Shift bids.  This facility operates 27/7. 

The training provided is sub-par.  There are a few good people left, but I highly doubt they will stay much longer as the company is adding more responsiblities and not paying any extra money.  For instance, commercial tech agents now have to taking billing calls and now are being sort of training on residential calls and their pay is not being increased to help compensate.

From what I understand, this place was a wonderful place to work at until the take-over showed how greed changes things.",4 people found this review helpful,2019-04-03, Commercial -Customer Care Representative- Tech Support ,Tyler, TX,Former Employee,
220,Downhill,1.0,Free cable. not much else.,New ownership took away sick and personal time. No more holiday check. Unrealistic stats and goals that need to be met. Very high turnover. Outsourcing to other countries.,4 people found this review helpful,2019-03-28, Tech Support Representative ,,,Current Employee, more than 5 years
221,Not a bad place to work,5.0,Very good work conditions for outdoors,Always outdoors no matter the weather,Be the first to find this review helpful,2019-03-28, 1YEAR ,Hawthorne, NY,Former Employee, more than 1 year
222,Work-life balance is horrible,1.0,Their Benefits are pretty good,"Managers are not knowledgeable, promotions are not based on merit.",2 people found this review helpful,2019-03-27, Anonymous Employee ,,,Current Employee, more than 8 years
223,One of the best companies in Portugal to work and learn,5.0,"Innovation culture and opportunity to work on state of the art technologies for the telecom sector. High level of maturity in  product development, with several years of experience deploying Telecom solutions in CSPs across the world.

Great company culture",Nothing to remark to this great company,Be the first to find this review helpful,2019-03-16, Anonymous Employee ,,,Former Employee, more than 8 years
224,Very lack luster,1.0,There are no pros wish there was!,"Poor morale, terrible management, don’t pay you what you are worth. They lie to you at every turn! Bait and switch company.",1 person found this review helpful,2019-03-13,  ,,,Current Employee,
225,Information highway,3.0,Build outdoor fiberoptic backbone for customers.,The starting salary is below new york livable wages.,Be the first to find this review helpful,2019-03-12, Cable Puller ,New York, NY,Current Employee, less than 1 year
226,One of the worst jobs I've had,1.0,"Benefits, Holiday pay, and overtime opportunities.","bureaucracy, favoritism, conflicting ideologies at work, micro-management to the point of write-ups for using more than 8 mins of bathroom time.",2 people found this review helpful,2019-03-09, TSR II ,Shelton, CT,Former Employee, more than 5 years
227,Great atmosphere of supervisors that motivate you,5.0,"Unlimited amount of commission.  If you're getting one triple play per day, you're closing in on six figures","It's not easy.  Must be prepared to hear 90 ""no's"" before you get a yes.",Be the first to find this review helpful,2019-03-08, Anonymous Employee ,,,Current Employee,
228,Worst company ever,1.0,"Good salary,  you’ll meet great people","Frequent shift changes, management not knowledgeable or trained to assist",2 people found this review helpful,2019-03-05, Technical Support Representative ,Newark, NJ,Current Employee, more than 5 years
229,A good place to learn new skills. Not great for employee experience.,2.0,"Because they ask a lot of the employees, you get to work on a lot of different projects.",They don't really care about the employees.  They care about having people in jobs but they consider the actual person very disposable.,2 people found this review helpful,2019-03-04, Marketing ,,,Former Employee, more than 3 years
230,Fast growing fir,5.0,The company is on elevated growth mission and gives a lot of importance to employee feedback,Does not has a good cafeteria,Be the first to find this review helpful,2019-03-03, Business Analyst ,New York, NY,Current Employee, less than 1 year
231,Disgusting,1.0,You do NOT want to work here,"No one wants to work here, ask someone who is currently employed at this trash company",3 people found this review helpful,2019-03-03, Technician ,Long Island City, NY,Former Employee, more than 5 years
232,Awful company,2.0,"Freedom on the road, lots of driving",Management is really bad with changing,1 person found this review helpful,2019-03-01, Field Service Technician ,,,Current Employee,
233,Great people make a great company,5.0,Above all the rest... the people! I worked here for over 27 years and it is a company I am proud to say it is my second home and the people working here are not only work colleagues but also good friends.,It is not always easy to have an optimal work and family time balance.,Be the first to find this review helpful,2019-03-01, Director of Buiseness Development ,Aveiro,,Former Employee, more than 10 years
234,no room for advancement,1.0,"Relaxed work, good group of people","impossible goals
bad management
no advancement
minimal pay increase",1 person found this review helpful,2019-02-25, Technical Designer ,Bethpage, NY,Current Employee, more than 3 years
235,Account executive,4.0,Great benefit and compensation,Your own managing territory,Be the first to find this review helpful,2019-02-18, Account Executive ,New York, NY,Current Employee, less than 1 year
236,A good place to work,4.0,"Great benefits, promote from within",Location of offices and change in ownership,Be the first to find this review helpful,2019-02-16, Manager ,,,Former Employee,
237,worked there for 7 years,3.0,"good benefits, free cable, overtime available","rotating shifts, lack of opportunities to advance your career",Be the first to find this review helpful,2019-02-13, Technical Support Engineer ,Bridgeport, CT,Former Employee, more than 5 years
238,I wish I could give them zero stars.,1.0,"Benefits such as medical, dental and discounted rates on cable services.","Altice USA is nothing like Cablevision, all they care about is making a quick buck at the expense of their employees and customers. It is a place, that lacks morals and shame, that only cares about SALES.  Cablevision used to care about their employees and customers. If an employee did something inappropriate on a customers' account, there were repercussions. Now with Altice USA, employees are being rewarded for doing illicit activities on customer accounts(i.e. adding services they didn't request).  There are few employees who follow procedure and add products to accounts when the owners give them permission to do so. And yet these are the employees who are being punished for not exceeding sales goals.  GET WITH THE PROGRAM ALTICE USA CUSTOMERS DO NOT WANT TO PAY MORE MONEY!!!! What are the consequences for not reaching goals?--TERMINATION. With so many other valid reasons to fire a person, like stealing, arriving late consistently or harassing other employees, no people are getting fired because not reaching sales goals.",7 people found this review helpful,2019-02-12, Customer Relations Coordinator ,Bronx, NY,Former Employee, more than 5 years
239,"Don't work here. If I could give 0 stars, I would. Horrible company.",1.0,Nothing at all comes to mind,Micromanaging supervisor and management. Forced overtime. Quantity over quality.,4 people found this review helpful,2019-02-11, Field Service Technician ,,,Current Employee, more than 10 years
240,Don’t don it,1.0,There are no pros to this company,Horrible people running the company,6 people found this review helpful,2019-02-08, Manager Business Planning ,Bethpage, NY,Former Employee, more than 10 years
241,It was awesome  and fun,4.0,Great work ennvioremt and supervisor,Very chit chatty and gossipy,Be the first to find this review helpful,2019-02-04, Technical Support ,Newark, NJ,Former Employee, more than 1 year
242,BAD! Corrupt!,1.0,"NONE.
Company doesnt care about employees just tries to make themselves money and pinch pennies","- took away personal days
- when you take a day off now you need to tell them why
-They funnel calls to new employees so they pay them less
-Management has favoritism
-Can only go the bathroom during your 2 breaks",4 people found this review helpful,2019-02-03, Sales Representative ,,,Current Employee, more than 8 years
243,ATS,2.0,Basically free internet and cable.,Workers are not taken care of.,1 person found this review helpful,2019-01-30, Operations Supervisor ,,,Former Employee, more than 5 years
244,Technical Support Specialist,2.0,"Challenging, fun, perfect place for starters.",Bad compensation and very unorganized.,Be the first to find this review helpful,2019-01-29, Technical Support Specialist ,Aveiro,,Current Employee, more than 10 years
245,Bureaucracy and Politics from Hell,1.0,"Decent compensation and benefits, but they get worse every year.","Political infighting has led to an environment of mostly hostility, bickering and yelling (oh so much yelling). No department will help another and there is zero accountability when they have to help but don't. One VP, of the five or six attached to every project, can derail a whole project by just not cooperating. Millions are waisted on started projects that will never see the light of day because of lack of cooperation.

This leads into the bureaucracy. Lets start with an example: a current customer impacting production bug cannot be fixed, despite having the changes tested and ready, because a VP must sign off. Our motto is take risks and fail fast, but no one adheres to this policy. We are exactly the opposite and upper management doesn't seem to see the irony. While competitors are building faster delivery pipelines, able to delivery changes in min instead of hours, we are going the other direction. We are adding more processes and manual oversight, moving from days to months for delivery timelines.

This brings me to the outsourcing. We have outsourced a huge chunk of our mission critical infrastructure to a company that doesn't know how to do software development. Again, our corporate policy is to retain talent, yet because of the massive layoffs, most talent has willing found new employment. This leads back to the beginning, bad leaders arguing with bad leaders and not getting anything accomplished. Don't get on this marry-go-round from hell.",6 people found this review helpful,2019-01-29, Director ,New York, NY,Current Employee, more than 1 year
246,Operates Like a Fly By Night Operation,3.0,Good Work Experience. Good Benefits.,Try to find something better.,1 person found this review helpful,2019-01-28, Broadband Technician ,Hawthorne, NY,Current Employee, more than 5 years
247,Highs and lows,3.0,"The time off is incredible. 3 weeks paid vacation your first year, 60 hours sick time 24 hours person time. Medical benefits, 401k, and free cable. The job also offers a lot of freedom although they do track you. If you’re good at selling you can make a lot of money, well over 100k. At the same time there are a lot of reps that are just scraping by.","The winter months can be rough. You’re alone most of the day and will have to knock doors until around 9pm at night. They make it sound easy than it actually is. The company has a lot of field and service issues. The Altice One equipment has a lot of bad reviews, but it has been working better lately. The leads are usually trash and need to be shifted through. You will often get vacant houses and active customers that can’t be sold. The company has a bad reputation for raising rates and not working with loyal customers, which is a difficult objection to overcome.",Be the first to find this review helpful,2019-01-27, Direct Sales Representative ,,,Current Employee, less than 1 year
248,No research,4.0,Good culture in the organization,Is Not much research focused,Be the first to find this review helpful,2019-01-27, Anonymous Employee ,New York, NY,Former Employee, more than 5 years
249,Great Company,4.0,"Great benefits, highly motivated company, innovative",Some locations don't have room for advancement,Be the first to find this review helpful,2019-01-24, Business Systems Analyst ,,,Current Employee, more than 10 years
250,Sas,5.0,Good one not that bad. Alle the best,Not bad. go working well. All the best,Be the first to find this review helpful,2019-01-11, Anonymous Employee ,,,Former Employee,
251,Miss Cablevision,3.0,Large company and room for growth if you put in the work,New owners changed alot of good things and has put a strain on existing workers,Be the first to find this review helpful,2019-01-07, Anonymous Employee ,,,Former Employee,
252,Tech Rep I,1.0,Pay is ok and they have moderately decent 401k plan.,"Management structure, communication, workload, moral, work environment, unprofessionalism. Would not recommend anyone working here unless they have no other choices",2 people found this review helpful,2019-01-03,  ,,,Former Employee,
253,Good pay,4.0,Good pay you compete sgsint your peers for commission,Annoying Winney customers who always want something,Be the first to find this review helpful,2018-12-28, Retention Specialist ,,,Former Employee, more than 5 years
254,Clueless Upper Management,1.0,"Benefits start day one. If you have a good Manager,  and you know your stuff they will leave you alone.","Poor communication, no direction, the higher mansgement make decisions and then change their mind at the last minute and forget to tell the rest. The good rating in the reviews are from upper management to make the company look good.  Management quit all the time and the ones that stay are looking for a job all the time.",3 people found this review helpful,2018-12-26, Project Manager ,Tyler, TX,Former Employee, more than 8 years
255,10 year Employee,3.0,"When the company was owned by Cablevision, the job benefits were great. After Atlice purchased the company, I was laid off (along with 500+ other co-works)","Understandably, once Altice purchased Cablevision, many changes occurred. They were much more strict and demanding.",1 person found this review helpful,2018-12-19, Customer Service Representative ,Bridgeport, CT,Former Employee, more than 8 years
256,Corporate Executive Customer Relations,2.0,Provides a paycheck but nothing else.,"Their is no room for growth, the yearly pay increase is a joke, call center closings and no job security since most jobs are being outsourced.",2 people found this review helpful,2018-12-18, Corporate Executive Customer Relations ,Jericho, NY,Current Employee, more than 5 years
257,Mixed feelings,3.0,"- good health insurance
- Meo for free
- you learn a lot in a very short time
- most of your coworkers were nice
- good opportunities for you to move between teams if you are a good professional","- since PT was bought a lot of people started resigning. Bad environment.
- no salary increase
- OnCall weeks 99% were HELL",Be the first to find this review helpful,2018-12-18, IT Consultant ,,,Former Employee, more than 1 year
258,Customer service rep,2.0,Good health insurance 401k vision and dental plans,No room for growth,Be the first to find this review helpful,2018-12-13, Anonymous Employee ,,,Current Employee,
259,tech support,2.0,"great co workers, free cable, and internet",not a good place to work,1 person found this review helpful,2018-12-11, Anonymous Employee ,,,Former Employee,
260,very busy but slow moving cable company still caught in old ways,3.0,"bright people, lots of good data and analytics used",all good NPS associated with Cablevision is fading,1 person found this review helpful,2018-12-11, Anonymous Employee ,Amsterdam,,Former Employee, more than 1 year
261,Horrible company,1.0,"NONE
worst company I have ever worked for","poor management
upper management speaks about a future vision yet it is a reactive culture not proactive. NOTHING is planned out everything is done on the fly. 
supervisors on the ground have their hands bound by executives so far removed it's ridiculous! There is NO MORALE every person working there is just trying to get their check (that gets miraculously screwed up EVERY couple of months) until they can find a better place to work",5 people found this review helpful,2018-12-09, Technician ,New York, NY,Current Employee, more than 5 years
262,Senior Analyst,2.0,"Advanced Applications, Advanced, Cutting Edge Research and Technologies","Management, Manager attitude toward subordinates, poor decision making abilities",4 people found this review helpful,2018-12-03, Senior Analyst ,New York, NY,Former Employee, more than 5 years
263,New Build Executive,4.0,Good Company To Work For,The Company Need To Start Building To Smaller Community,Be the first to find this review helpful,2018-11-29, Anonymous Employee ,,,Current Employee,
264,Good company just work hard,4.0,Unlimited earnings but you ha eve to be tough on the phone,A lot of pressure from supervisors but for the right reasons,Be the first to find this review helpful,2018-11-29, Inbound Sales Representative ,Piscataway, NJ,Former Employee, less than 1 year
265,Accountant,4.0,"Moving up fast 
Growing company.","Distance---In Long Island City, NY.",Be the first to find this review helpful,2018-11-27, Anonymous Employee ,,,Former Employee,
266,Really poor management and work life balance; poor work environment,1.0,"Not a lot, bagels on Friday?",No work life balance. Most people stay late and live very close to the office. Lack of telecommuting options. Leadership is non existent. I would not recommend working in either Altice or A4.,5 people found this review helpful,2018-11-18, Digital ,Long Island City, NY,Former Employee, less than 1 year
267,Senior Engineer,1.0,Free(ish) Cable. 4% 401k match. Bonus structure includes most/all employees.,"Morale continues to drop 2-3 years after Altice purchased Suddenlink and Cablevision. Nobody feels their job is secure here. Upper management has specifically stated that vacated technical positions will not be back filled, and in the last 2 years I have seen less than 10% of positions filled after being vacated. Teams are getting smaller and duties increased. As entire teams are laid off or the members find more secure employment, their duties are shifted to other teams that are already over tasked.  

Bonuses are based on unrealistic and arbitrary metrics, most of which are completely out of your control. Altice exceeded this years expectations by analysts, which the CEO brags about on social media and at company meetings, yet we are still short of our own expectations, so bonuses will reflect the miss. The goals and expectations are designed to be missed.

Yearly reviews are based on goals that are ambiguous at best, and often not the responsibility of your department. They somehow trickle down from upper management and get assigned to seemingly random departments. If your department was responsible for roadways, you might be expected to dredge a river, for example.

Training? Not in the budget, and actually discouraged unless you pay for it yourself.",5 people found this review helpful,2018-11-17, Anonymous Employee ,,,Current Employee, more than 8 years
268,CSR,3.0,The option of VTO or Overtime.,Lack of coverage from reps on up the ladder.,Be the first to find this review helpful,2018-11-17,  ,,,Former Employee,
269,Direct Sales Representative,2.0,Commission is good and work at your own pace.,Work hours are terrible and base salary is bad.,Be the first to find this review helpful,2018-11-15, Anonymous Employee ,,,Former Employee,
270,Ok,4.0,- Projects with good dimension and with exciting concepts,- Lack of organization between leaders and devs.,Be the first to find this review helpful,2018-11-15,  ,,,Former Employee,
271,Product sucks,1.0,Pretty much you get to teach yourself how to do the job if you call that a positive....but that's how I have been able to get by learning from my colleagues.,"Pay, schedule, product, management.",3 people found this review helpful,2018-11-14, Residential Account Executive ,Oakland, NJ,Current Employee, more than 3 years
272,Review,5.0,Really good place to learn,No cons so far here.,Be the first to find this review helpful,2018-11-11,  ,,,Current Employee,
273,Do not work for this company!!!!,1.0,"Benefits and thats it, nothing else.","Schedule, management, trainning, payment and bad communication.",5 people found this review helpful,2018-11-10, Tech Support Representative ,Newark, NJ,Former Employee, more than 1 year
274,great new company,4.0,"all the hours you could need, great work environment, helpful management.",some techs are only out for themselves.,Be the first to find this review helpful,2018-11-07, Broadband Technician ,,,Current Employee, more than 3 years
275,Once a good place to work,2.0,A job that provides a paycheck,Removed a lot of the reasons to work here.  Benefits are not as good as they used to be.  They do not give fair yearly reviews in an effort to save money.  Teams have downsized to less than half the size they used to be. Company doesn't offer any incentive to complete tasks because they are not recognized correctly.,2 people found this review helpful,2018-11-07, NOC ,Bethpage, NY,Current Employee, more than 8 years
276,Software developer,2.0,Good location. No more pros,"Hectic work culture , full of politics",1 person found this review helpful,2018-11-05, Senior Developer ,Dallas, TX,Former Employee, more than 1 year
277,Outbound sales rep,1.0,Free cable  that’s about it,Worst commission structure. You only find out what your paycheck is a day before you receive it . No transparency because of commission pool system that only benefits company . You can make 4500 in revenue for altice and go home with less than 1900 before taxes and that’s no lie . It is because of the pool system . Don’t let them sell you on this job .,3 people found this review helpful,2018-11-01, Outbound Sales Representative ,Jericho, NY,Current Employee, more than 5 years
278,Crumbling Company with Toxic Culture,1.0,The benefits are very good. This is basically the only reason I've stayed at Altice.,"Everyone is overworked and unhappy. Departments and processes are consistently being outsourced. Basically, everyone has the daily worry that today is the day you find out they're cutting your department. Upper management has no clue what they're doing. 

So, if you're looking to show up to a job where you are not appreciated and there is a certain level of frustration and bureaucracy associated with even the simplest of tasks, then this is the place for you. 
If you're looking for a position where you'll do your bosses job and need to explain basic business processes and regulations to people who should know better, then this is the place for you. 
If you're looking to come in early and stay late to fix the errors of the outsourced staff, then look no further. 
If you've ever wanted to see what happens to a business when management lies to their bosses and peers without anyone asking for a second look, then come in and enjoy the show.",10 people found this review helpful,2018-10-29, Anonymous Employee ,Bethpage, NY,Current Employee, more than 5 years
279,Good opportunity to gain experience,2.0,You gain some good experience. It is very fast paced and always changing. You will learn to constantly adapt.,Little to no room for growth. It is a very segregated environment in the College Station office. The pay inst that great. Job security can be a problem depending on what department you are in.,1 person found this review helpful,2018-10-26, Anonymous Employee ,,,Current Employee,
280,Director Network Technolgy,5.0,"Growth, Long Term Outlook, Upgrading Network","Moving, Consolidating, Reducing Work Force",Be the first to find this review helpful,2018-10-22, Anonymous Employee ,Amsterdam,,Former Employee, more than 10 years
281,Intern,4.0,"Growing company- many projects
Responsible for your own project from A to Z
Great internship experience",As an intern you don't have the chance to interact with other departments as you are working on your own project,1 person found this review helpful,2018-10-22,  ,,,Former Employee,
282,WORST COMPANY EVER - RUN (tried to give 0 stars),1.0,Nothing. Except they pay decent for doing absolutely nothing. It gets so boring after a while you’re forced to find a way to keep yourself entertained. I guess it’s good if you just want to collect a pay check and watch Netflix all day.,Everything!!! The managers don’t want you to succeed. The work is a joke. Nobody knows anything and no one answers emails. Everything is just bounced from person to person. They don’t even care to look into anything. So many things I can go on and on!!!!,5 people found this review helpful,2018-10-18, Staff Accountant ,,,Current Employee, less than 1 year
283,"Worked 8 years, with prior owners and new ones",3.0,"Good pay, Overtime opportunities, reasonable time off","An in-humane, Amazon worker issue type of situation.  Only this company isn't on the same level as Amazon. 

""Hot"" in Israel (owned by Altice), doesn't work the same way as Altice does in the US.  Very unfortunate situation that changes the customer experience.  In other words:  Altice's global synergy could use some work.",3 people found this review helpful,2018-10-18, Senior Technical Support Representative ,New York, NY,Former Employee, more than 8 years
284,Great Company to start,4.0,"Great co-workers
Learned about jurisdictional research and telecom
Great management
Most enjoyable part of the job is the experience.","No life work balance.
No culture, behind the times
Travels
 Aggressive growth targets",Be the first to find this review helpful,2018-10-16, Anonymous Employee ,,,Former Employee,
285,Changes in ownership,4.0,"Benefits, Pay, and Local Leadership","During some operational changes, training was rushed and implementation occurred very quickly.  Became better over time.",Be the first to find this review helpful,2018-10-12, Anonymous Employee ,,,Former Employee,
286,Outsourcing IT,1.0,Free video cable. Work life balance.,Too cost controlling. No training for tech workers.  Poor opportunities for on site IT team. IT staff has absolutely zero diversity.,2 people found this review helpful,2018-10-09,  ,,,Current Employee,
287,Telecom Engineer,2.0,"Dynamic company that poses great challenges,","Salary, Training, Size, Personal development",1 person found this review helpful,2018-10-08, Electrical Engineer ,,,Current Employee, more than 5 years
288,Rentention Horrible,1.0,"Nothing, maybe your co workers if theyre not on top. Pay is ok could be a lot better, free cable","Company is a big scam they sell you a dream thats far from reality! To deal with these rude customers, horrible techs, and other departments that dont do their job we should get paid more hourly. And the commission payout is dumb!!! Also if you run out of sick or personal time GOD FORBID you or your kid gets sick, if you call out its a write then final warning then TERMINATION. If youre not a top rep they dont care about you or your life! The health benefits suck too!! And management will all leave at once and leave the reps alone looking clueless.",3 people found this review helpful,2018-10-08, Retention ,,,Current Employee, less than 1 year
289,Residential Direct Sales,5.0,Good atmosphere and great pay opportunity,You work by yourself predominantly,Be the first to find this review helpful,2018-10-04, Anonymous Employee ,,,Current Employee,
290,Technical Support Rep,1.0,Discount on cable bill for employees,"Work enviornment, everything is metric, poor management",1 person found this review helpful,2018-10-01, Anonymous Employee ,,,Former Employee,
291,You don't want to work here,1.0,"You will work with some awesome people, and they pay is good.","Very strict, pushes employees past their breaking point, doesn't care how they treat employees. They changed the benefits and now theyre not so great.  They will treat you like a number, not a person.",4 people found this review helpful,2018-09-27, Technical Support Representative ,Jericho, NY,Former Employee, more than 5 years
292,"Good pay, but stressful",3.0,"Pay was good, at the time, the benefits were good too.",Stressful environment. Very much a culture of blame rather than teamwork.  Everyone spent so much time trying to cover themselves.  Managers would scream. Not a relaxed or enjoyable place.,Be the first to find this review helpful,2018-09-26, Anonymous Employee ,Bethpage, NY,Former Employee,
293,Customer Service rep,2.0,"alot of overtime, 3x pay during holidays, and good benefits","not all employees are on the same page, poor management, and unhappy customers.",Be the first to find this review helpful,2018-09-18, Anonymous Employee ,,,Former Employee,
294,Sales,2.0,"When the Dolan's owned Cablevision everyone who worked hard had a job, the Dolan's even created positions for qualified candidates. It was a phenomenal working environment but that changed when Altice took over the reigns.","The salaries are not in line with the individual's experience. Accounts are difficult to penetrate because once the account is in your bucket all you have to do is ""log a call"" in Salesforce to keep the account in your control. Most of the veterans learned a long time ago to hit the button every 90 days. There is really no traction on an account when you push a button to log a call without making a call. You get zero help when you are hired, it's sink or swim without any clear direction from management. Frankly this organization became a used car sales department. The pay and commission structure is constantly shrinking. You can't even keep a garbage can in your office. Altice is looking to recoup their 17.2 billion as soon as possible and on the backs of the employees.",6 people found this review helpful,2018-09-18, Anonymous Employee ,,,Former Employee, more than 3 years
295,Technical support representative,3.0,Free cable  is the only positive,Everything else  is not great with all things being considered,1 person found this review helpful,2018-09-13, Anonymous Employee ,,,Current Employee,
296,Run as far as you can.,1.0,"Cablevision was a great organization, but after Altice took over, there has been nothing but taking benefits, money from the sales force; which is really been treated like crap.","Altice owner Patrick Drahi, said “ don't like to pay big salaries.” 
This is the mentality at the top!
They is no regard for the employees , and their families.
New schedules will be changing every 6 months, compensation plans is the worst in the industry 25% of you money comes from new customer, but they give you 30 to 40 calls that are current customers.  By doing this the company is able to decrease the amount they pay out on commissions.",3 people found this review helpful,2018-09-10, Sales ,Piscataway, NJ,Current Employee, more than 10 years
297,The company went to crap when Altice took it over,1.0,"When  the Dolans ran the company, it was like family",Almost everyone was laid off,4 people found this review helpful,2018-09-06, RCC ,,,Former Employee,
298,No future,1.0,"Mostly free services
Most of your peers are good people to work with.","Management is a buddy system. They are all the same and trying to get a straight answer out of them is difficult. 

No respect for management. They have no respect for employees so employees have no respect for them. 

They have moved away from reputable suppliers and now provide cheap and marginally acceptable hardware to work with. 

Being fast is more important than doing the job right. They won't admit that but if you want to keep your job you need to learn how to make things work with what you have. 
 
Communication is one way - theirs. Your input is not wanted. If you don't like that you can leave. 
  
Training has been butchered and, for some departments, additional training opportunities no longer exist.  

Outsourcing. Altice prefers to use contractors because it is cheaper than hiring and investing in in-house employees. 

As an employee you will soon learn that your place in the company is at the bottom.  And you will be expected to solve customer issues with limited or inferior resources.

This is where you work when you can't find anything else and the leadership team this.  If hired don't stop looking for something better.",5 people found this review helpful,2018-09-06, Technician ,Alexandria, LA,Current Employee, more than 3 years
